DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
02-Jan-19,SCAN,WPP ScanGroup Plc,11,25,13.5,13.5,13.5,14,-0.5,3.57%,400,-
02-Jan-19,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
02-Jan-19,BAMB,Bamburi Cement Ltd,24.9,115,132.5,132.5,132.5,132.5,-,-,-,-
02-Jan-19,CRWN,Crown Paints Kenya Plc,45,85,80,80,80,80,-,-,900,-
02-Jan-19,CABL,East African Cables Ltd,1.44,3.98,2.6,2.75,2.65,2.72,-0.07,2.57%,"1,600",-
02-Jan-19,PORT,East African Portland Cement Ltd,12.6,18.5,16,17,16.75,16,0.75,4.69%,400,-
02-Jan-19,KENO,KenolKobil Ltd,12.8,23,18.85,19.1,18.9,19.05,-0.15,0.79%,"10,800",-
02-Jan-19,KEGN,Kenya Electricity Generating Company Plc,4,6.3,7,7.2,7.1,7.02,0.08,1.14%,"2,155,400",-
02-Jan-19,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
02-Jan-19,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
02-Jan-19,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,4.1,4.47,4.25,4.07,0.18,4.42%,"560,800",-
02-Jan-19,TOTL,Total Kenya Ltd,22,30,28.5,28.5,28.5,27.5,1,3.64%,500,-
02-Jan-19,UMME,Umeme Ltd,5.68,8.6,8.1,8.1,8.1,8.1,-,-,-,-
02-Jan-19,BRIT,Britam Holdings Plc,5.7,10.65,10,10.5,10.05,10,0.05,0.50%,"101,900",-
02-Jan-19,CIC,CIC Insurance Group Ltd,2,3.65,3.7,3.9,3.82,3.86,-0.04,1.04%,"52,100",-
02-Jan-19,JUB,Jubilee Holdings Ltd,225,380,404.75,404.75,404.75,404.75,-,-,-,-
02-Jan-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.9,14,13.9,13.95,-0.05,0.36%,"32,000",3.48
02-Jan-19,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,12.95,13,12.95,12.9,0.05,0.39%,300,-
02-Jan-19,SLAM,Sanlam Kenya Plc,12.8,19.5,20,22,20.3,22,-1.7,7.73%,"2,700",-
02-Jan-19,CTUM,Centum Investment Company Plc,19.6,33.5,27.35,30,29.45,29.25,0.2,0.68%,"35,800",-
02-Jan-19,HAFR,Home Afrika Ltd,0.3,0.69,0.67,0.7,0.68,0.7,-0.02,2.86%,"70,200",-
02-Jan-19,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
02-Jan-19,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.3,2.3,2.3,2.1,0.2,9.52%,"1,000",-
02-Jan-19,TCL,Trans-Century Plc,1.42,3.95,2.99,3,2.99,2.95,0.04,1.36%,"1,500",-
02-Jan-19,NSE,Nairobi Securities Exchange Plc,6.5,13,14.5,15,14.55,14.55,-,-,"1,700",-
02-Jan-19,BOC,BOC Kenya Plc,53,72,75,75,75,75,-,-,-,-
02-Jan-19,BAT,British American Tobacco Kenya Plc,305,545,725,725,725,725,-,-,-,-
02-Jan-19,CARB,Carbacid Investments Plc,7.1,9.4,10,10,10,10,-,-,"2,600",-
02-Jan-19,EABL,East African Breweries Ltd,135,222.25,173,175,173.5,174.75,-1.25,0.72%,"7,800",-
02-Jan-19,FTGH,Flame Tree Group Holdings Ltd,0.76,3,2.25,2.5,2.33,2.5,-0.17,6.80%,"25,400",-
02-Jan-19,ORCH,Kenya Orchards Ltd,12.25,12.6,14,14,14,14,-,-,-,-
02-Jan-19,MSC,Mumias Sugar Company Ltd,0.27,0.38,0.55,0.58,0.58,0.58,-,-,"161,400",-
02-Jan-19,UNGA,Unga Group Ltd,26.1,36.5,39,39,39,39.45,-0.45,1.14%,100,-
02-Jan-19,SCOM,Safaricom Plc,23.5,33.5,22.2,23,22.25,22.2,0.05,0.23%,"1,778,300",-
02-Jan-19,FAHR,Stanlib Fahari Income-REIT,5.5,10,10.75,10.75,10.75,10.95,-0.2,1.83%,100,-
02-Jan-19,GLD,ABSA NewGold ETF,"1,235.00","1,860.00","1,165.00","1,165.00","1,165.00","1,165.00",-,-,-,-
02-Jan-19,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,171.44,174.76,172.04,172.86,-0.82,0.47%,-,-
02-Jan-19,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,175.97,178.79,176.26,176.8,-0.54,0.31%,-,-
02-Jan-19,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,822.78","2,822.78","2,822.78","2,833.84",-11.06,0.39%,-,-
02-Jan-19,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,532.03","3,532.03","3,532.03","3,551.59",-19.56,0.55%,-,-
02-Jan-19,^NASI,NSE All-Share Index,124.3,171.36,140.2,140.2,140.2,140.43,-0.23,0.16%,-,-
02-Jan-19,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,634.34","1,634.34","1,634.34","1,642.46",-8.12,0.49%,-,-
02-Jan-19,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,378.22","1,378.22","1,378.22","1,388.47",-10.25,0.74%,-,-
03-Jan-19,EGAD,Eaagads Ltd,8.2,14,14.5,14.5,14.5,14.5,-,-,-,-
03-Jan-19,KUKZ,Kakuzi Plc,300,423.5,310,310,310,310,-,-,-,-
03-Jan-19,KAPC,Kapchorua Tea Kenya Plc,59,95,75,75,75,74.5,0.5,0.67%,200,-
03-Jan-19,LIMT,Limuru Tea Plc,385,475,500,500,500,500,-,-,-,-
03-Jan-19,SASN,Sasini Plc,14.8,19,20,21,20.75,19.8,0.95,4.80%,800,-
03-Jan-19,WTK,Williamson Tea Kenya Plc,92,165,150,150,150,150,-,-,300,-
03-Jan-19,CGEN,Car and General (K) Ltd,20,26,23.45,23.5,23.45,23.45,-,-,500,-
03-Jan-19,ABSA,ABSA Bank Kenya Plc,9,14.2,10.85,11,10.9,10.85,0.05,0.46%,"53,200",-
03-Jan-19,BKG,BK Group Plc,16.4,28,33,33,33,33,-,-,-,-
03-Jan-19,COOP,Co-operative Bank of Kenya Ltd,10.5,17,13.75,14,13.8,13.85,-0.05,0.36%,"24,000",-
03-Jan-19,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,150,150,150,156,-6,3.85%,100,-
03-Jan-19,EQTY,Equity Group Holdings Plc,30.5,55.5,34,34.5,34.1,34.65,-0.55,1.59%,"4,147,000",-
03-Jan-19,HFCK,HF Group Ltd,3.49,7.9,5.5,5.8,5.56,5.8,-0.24,4.14%,"30,100",-
03-Jan-19,IMH,I & M Holdings Plc,43.1,59,90,92,90.5,85,5.5,6.47%,"12,000",45.25
03-Jan-19,KCB,KCB Group Plc,33.75,55.5,37,37.5,37.05,37.1,-0.05,0.13%,"908,200",-
03-Jan-19,NBK,National Bank of Kenya Ltd,3.4,4.33,5.3,5.32,5.32,5.32,-,-,800,-
03-Jan-19,NCBA,NCBA Group Plc,24.9,40,27.4,28,27.65,27.65,-,-,"156,200",-
03-Jan-19,SBIC,Stanbic Holdings Plc,76.5,118.5,90,90,90,90,-,-,"33,900",-
03-Jan-19,SCBK,Standard Chartered Bank Kenya Ltd,160,220,196,196,196,197.25,-1.25,0.63%,400,-
03-Jan-19,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
03-Jan-19,EVRD,Eveready East Africa Ltd,0.75,1.28,0.89,0.95,0.91,0.98,-0.07,7.14%,"19,900",-
03-Jan-19,XPRS,Express Kenya Plc,4,7.34,5,5,5,5,-,-,-,-
03-Jan-19,KQ,Kenya Airways Plc,0.8,5,8.5,8.9,8.76,8.86,-0.1,1.13%,"20,100",-
03-Jan-19,LKL,Longhorn Publishers Plc,4.26,8.2,4.64,5,4.66,4.61,0.05,1.08%,"2,400",-
03-Jan-19,NBV,Nairobi Business Ventures Ltd,0.49,0.99,1.09,1.1,1.09,1.2,-0.11,9.17%,"1,200",-
03-Jan-19,NMG,Nation Media Group Plc,12.5,49,65,66,65.5,65.75,-0.25,0.38%,"2,900",-
03-Jan-19,SMER,Sameer Africa Plc,1.91,4.69,1.85,2,1.95,1.86,0.09,4.84%,"4,700",-
03-Jan-19,SGL,Standard Group Plc,18,31,28.7,28.7,28.7,28.7,-,-,-,-
03-Jan-19,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,24.55,24.55,24.55,24.55,-,-,-,-
03-Jan-19,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.8,0.84,0.82,0.81,0.01,1.23%,"2,900",-
03-Jan-19,SCAN,WPP ScanGroup Plc,11,25,13.5,13.5,13.5,13.5,-,-,300,-
03-Jan-19,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
03-Jan-19,BAMB,Bamburi Cement Ltd,26,120,132.5,132.5,132.5,132.5,-,-,-,-
03-Jan-19,CRWN,Crown Paints Kenya Plc,45,85,80,80,80,80,-,-,-,-
03-Jan-19,CABL,East African Cables Ltd,1.44,3.98,2.5,2.6,2.53,2.65,-0.12,4.53%,"3,700",-
03-Jan-19,PORT,East African Portland Cement Ltd,12.6,18.5,17,17,17,16.75,0.25,1.49%,500,-
03-Jan-19,KENO,KenolKobil Ltd,12.8,23,19,19.2,19,18.9,0.1,0.53%,"188,400",-
03-Jan-19,KEGN,Kenya Electricity Generating Company Plc,4,6.5,6.8,7.16,7,7.1,-0.1,1.41%,"1,049,400",-
03-Jan-19,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
03-Jan-19,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
03-Jan-19,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,4.05,4.3,4.13,4.25,-0.12,2.82%,"2,943,100",-
03-Jan-19,TOTL,Total Kenya Ltd,22,30,27,27,27,28.5,-1.5,5.26%,100,-
03-Jan-19,UMME,Umeme Ltd,5.68,8.6,8.1,8.1,8.1,8.1,-,-,100,-
03-Jan-19,BRIT,Britam Holdings Plc,5.7,10.65,9.8,10.05,9.92,10.05,-0.13,1.29%,"53,300",-
03-Jan-19,CIC,CIC Insurance Group Ltd,2,3.65,3.7,3.9,3.8,3.82,-0.02,0.52%,"80,900",-
03-Jan-19,JUB,Jubilee Holdings Ltd,225,380,415,420,418.75,404.75,14,3.46%,400,-
03-Jan-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.8,14.5,14,13.9,0.1,0.72%,"16,700",3.5
03-Jan-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,12.95,12.95,12.95,12.95,-,-,-,-
03-Jan-19,SLAM,Sanlam Kenya Plc,12.8,20,20,20,20,20.3,-0.3,1.48%,100,-
03-Jan-19,CTUM,Centum Investment Company Plc,19.6,33.5,29.4,29.45,29.4,29.45,-0.05,0.17%,"11,600",-
03-Jan-19,HAFR,Home Afrika Ltd,0.3,0.69,0.65,0.69,0.67,0.68,-0.01,1.47%,"47,200",-
03-Jan-19,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
03-Jan-19,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.09,2.3,2.27,2.3,-0.03,1.30%,"10,000",-
03-Jan-19,TCL,Trans-Century Plc,1.42,4.03,2.99,2.99,2.99,2.99,-,-,-,-
03-Jan-19,NSE,Nairobi Securities Exchange Plc,6.5,13,14.5,15,14.95,14.55,0.4,2.75%,"8,900",-
03-Jan-19,BOC,BOC Kenya Plc,53,72,75,75,75,75,-,-,-,-
03-Jan-19,BAT,British American Tobacco Kenya Plc,305,545,725,725,725,725,-,-,-,-
03-Jan-19,CARB,Carbacid Investments Plc,7.1,9.4,9,10.6,9.1,10,-0.9,9.00%,"12,100",-
03-Jan-19,EABL,East African Breweries Ltd,135,222.25,173,173.25,173.25,173.5,-0.25,0.14%,"10,200",-
03-Jan-19,FTGH,Flame Tree Group Holdings Ltd,0.76,3,2.5,2.5,2.5,2.33,0.17,7.30%,"3,900",-
03-Jan-19,ORCH,Kenya Orchards Ltd,12.25,12.6,14,14,14,14,-,-,-,-
03-Jan-19,MSC,Mumias Sugar Company Ltd,0.27,0.39,0.55,0.58,0.57,0.58,-0.01,1.72%,"152,700",-
03-Jan-19,UNGA,Unga Group Ltd,26.1,37,36,38,36.5,39,-2.5,6.41%,"1,500",-
03-Jan-19,SCOM,Safaricom Plc,23.5,33.5,21.8,22.5,22.15,22.25,-0.1,0.45%,"12,255,400",-
03-Jan-19,FAHR,Stanlib Fahari Income-REIT,5.5,10,11,11,11,10.75,0.25,2.33%,300,-
03-Jan-19,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,165.00","1,165.00","1,165.00","1,165.00",-,-,-,-
03-Jan-19,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,170.5,172.25,171.1,172.04,-0.94,0.55%,-,-
03-Jan-19,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,174.34,176.56,175.1,176.26,-1.16,0.66%,-,-
03-Jan-19,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,810.15","2,810.15","2,810.15","2,822.78",-12.63,0.45%,-,-
03-Jan-19,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,521.10","3,521.10","3,521.10","3,532.03",-10.93,0.31%,-,-
03-Jan-19,^NASI,NSE All-Share Index,124.3,171.36,139.71,139.71,139.71,140.2,-0.49,0.35%,-,-
03-Jan-19,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,627.97","1,627.97","1,627.97","1,634.34",-6.37,0.39%,-,-
03-Jan-19,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,371.51","1,371.51","1,371.51","1,378.22",-6.71,0.49%,-,-
04-Jan-19,EGAD,Eaagads Ltd,8.2,14,14.5,14.5,14.5,14.5,-,-,"1,700",-
04-Jan-19,KUKZ,Kakuzi Plc,300,423.5,310,310,310,310,-,-,-,-
04-Jan-19,KAPC,Kapchorua Tea Kenya Plc,59,95,74.5,74.5,74.5,75,-0.5,0.67%,"1,000",-
04-Jan-19,LIMT,Limuru Tea Plc,385,475,500,500,500,500,-,-,-,-
04-Jan-19,SASN,Sasini Plc,14.8,19.6,19,20.75,20,20.75,-0.75,3.61%,"1,200",-
04-Jan-19,WTK,Williamson Tea Kenya Plc,92,165,149,150,149.25,150,-0.75,0.50%,"2,200",-
04-Jan-19,CGEN,Car and General (K) Ltd,20,26,21.15,23.45,21.8,23.45,-1.65,7.04%,"1,700",-
04-Jan-19,ABSA,ABSA Bank Kenya Plc,9,14.2,10.85,11,10.9,10.9,-,-,"47,300",-
04-Jan-19,BKG,BK Group Plc,16.4,28,33,33,33,33,-,-,-,-
04-Jan-19,COOP,Co-operative Bank of Kenya Ltd,10.5,17,13.8,14,13.9,13.8,0.1,0.72%,"74,500",-
04-Jan-19,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,156,156,156,150,6,4.00%,400,-
04-Jan-19,EQTY,Equity Group Holdings Plc,30.5,55.5,33.55,34.45,33.75,34.1,-0.35,1.03%,"1,817,300",-
04-Jan-19,HFCK,HF Group Ltd,3.49,7.9,5.5,5.8,5.62,5.56,0.06,1.08%,"6,000",-
04-Jan-19,IMH,I & M Holdings Plc,43.1,59,90.5,90.5,90.5,90.5,-,-,-,45.25
04-Jan-19,KCB,KCB Group Plc,33.75,55.5,37.05,37.4,37.35,37.05,0.3,0.81%,"41,900",-
04-Jan-19,NBK,National Bank of Kenya Ltd,3.4,4.33,5,5.32,5.18,5.32,-0.14,2.63%,"3,400",-
04-Jan-19,NCBA,NCBA Group Plc,24.9,40,27.4,28,27.4,27.65,-0.25,0.90%,"20,200",-
04-Jan-19,SBIC,Stanbic Holdings Plc,76.5,118.5,90,90,90,90,-,-,-,-
04-Jan-19,SCBK,Standard Chartered Bank Kenya Ltd,160,220,190,196,190.25,196,-5.75,2.93%,"1,900",-
04-Jan-19,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
04-Jan-19,EVRD,Eveready East Africa Ltd,0.75,1.28,0.9,0.91,0.9,0.91,-0.01,1.10%,"2,600",-
04-Jan-19,XPRS,Express Kenya Plc,4,7.34,5.3,5.3,5.3,5,0.3,6.00%,"1,000",-
04-Jan-19,KQ,Kenya Airways Plc,0.8,5.5,8.3,8.8,8.56,8.76,-0.2,2.28%,"3,200",-
04-Jan-19,LKL,Longhorn Publishers Plc,4.26,8.6,5,5,5,4.66,0.34,7.30%,100,-
04-Jan-19,NBV,Nairobi Business Ventures Ltd,0.49,0.99,1.09,1.09,1.09,1.09,-,-,-,-
04-Jan-19,NMG,Nation Media Group Plc,12.75,49,63,66,64.25,65.5,-1.25,1.91%,"16,000",-
04-Jan-19,SMER,Sameer Africa Plc,1.91,4.69,2,2,2,1.95,0.05,2.56%,"8,200",-
04-Jan-19,SGL,Standard Group Plc,18,31,28.7,28.7,28.7,28.7,-,-,-,-
04-Jan-19,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,23.5,24.55,24.4,24.55,-0.15,0.61%,"8,900",-
04-Jan-19,UCHM,Uchumi Supermarket Plc,0.23,0.46,0.75,0.79,0.75,0.82,-0.07,8.54%,"174,600",-
04-Jan-19,SCAN,WPP ScanGroup Plc,10.75,25,12.8,13,12.85,13.5,-0.65,4.81%,"3,400",-
04-Jan-19,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
04-Jan-19,BAMB,Bamburi Cement Ltd,26,120,132.5,132.5,132.5,132.5,-,-,600,-
04-Jan-19,CRWN,Crown Paints Kenya Plc,45,85,80,80,80,80,-,-,500,-
04-Jan-19,CABL,East African Cables Ltd,1.44,3.98,2.5,2.65,2.54,2.53,0.01,0.40%,500,-
04-Jan-19,PORT,East African Portland Cement Ltd,12.6,18.5,17,17,17,17,-,-,200,-
04-Jan-19,KENO,KenolKobil Ltd,12.8,23,18.8,19.5,18.9,19,-0.1,0.53%,"115,300",-
04-Jan-19,KEGN,Kenya Electricity Generating Company Plc,4,6.5,7,7.1,7,7,-,-,"135,400",-
04-Jan-19,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
04-Jan-19,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
04-Jan-19,KPLC,Kenya Power and Lighting Company Plc,1.63,4.15,4.05,4.15,4.07,4.13,-0.06,1.45%,"799,000",-
04-Jan-19,TOTL,Total Kenya Ltd,22,30,28.5,28.5,28.5,27,1.5,5.56%,"5,000",-
04-Jan-19,UMME,Umeme Ltd,5.68,8.6,8.5,8.5,8.5,8.1,0.4,4.94%,"7,900",-
04-Jan-19,BRIT,Britam Holdings Plc,5.7,10.65,9.3,9.9,9.5,9.92,-0.42,4.23%,"5,800",-
04-Jan-19,CIC,CIC Insurance Group Ltd,2,3.65,3.7,3.8,3.75,3.8,-0.05,1.32%,"123,300",-
04-Jan-19,JUB,Jubilee Holdings Ltd,225,380.5,418.75,418.75,418.75,418.75,-,-,-,-
04-Jan-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.8,14.5,14.4,14,0.4,2.86%,"6,800",3.6
04-Jan-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,12.05,12.9,12.05,12.95,-0.9,6.95%,"6,100",-
04-Jan-19,SLAM,Sanlam Kenya Plc,12.8,20,20,20,20,20,-,-,"1,000",-
04-Jan-19,CTUM,Centum Investment Company Plc,19.6,33.5,29,29.3,29.2,29.4,-0.2,0.68%,"14,100",-
04-Jan-19,HAFR,Home Afrika Ltd,0.3,0.69,0.65,0.7,0.67,0.67,-,-,"12,800",-
04-Jan-19,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
04-Jan-19,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.3,2.4,2.31,2.27,0.04,1.76%,"27,800",-
04-Jan-19,TCL,Trans-Century Plc,1.42,4.03,3,3,3,2.99,0.01,0.33%,800,-
04-Jan-19,NSE,Nairobi Securities Exchange Plc,6.5,13,14,14.9,14.65,14.95,-0.3,2.01%,"56,500",-
04-Jan-19,BOC,BOC Kenya Plc,53,72,75,75,75,75,-,-,-,-
04-Jan-19,BAT,British American Tobacco Kenya Plc,305,545,725,725,725,725,-,-,-,-
04-Jan-19,CARB,Carbacid Investments Plc,7.1,9.4,9.12,10,9.74,9.1,0.64,7.03%,"2,800",-
04-Jan-19,EABL,East African Breweries Ltd,135,222.25,168,173,169.25,173.25,-4,2.31%,"39,100",-
04-Jan-19,FTGH,Flame Tree Group Holdings Ltd,0.76,3,2.5,2.5,2.5,2.5,-,-,"2,800",-
04-Jan-19,ORCH,Kenya Orchards Ltd,12.25,12.6,14,14,14,14,-,-,-,-
04-Jan-19,MSC,Mumias Sugar Company Ltd,0.27,0.39,0.55,0.6,0.56,0.57,-0.01,1.75%,"50,800",-
04-Jan-19,UNGA,Unga Group Ltd,26.1,37,36,39,36.3,36.5,-0.2,0.55%,"2,800",-
04-Jan-19,SCOM,Safaricom Plc,23.5,33.5,21,22,21.3,22.15,-0.85,3.84%,"2,210,300",-
04-Jan-19,FAHR,Stanlib Fahari Income-REIT,5.5,10,10,10.5,10.15,11,-0.85,7.73%,"8,200",-
04-Jan-19,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,165.00","1,165.00","1,165.00","1,165.00",-,-,-,-
04-Jan-19,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,168.04,171.58,168.71,171.1,-2.39,1.40%,-,-
04-Jan-19,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,171.25,175.5,172.24,175.1,-2.86,1.63%,-,-
04-Jan-19,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,783.88","2,783.88","2,783.88","2,810.15",-26.27,0.93%,-,-
04-Jan-19,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,473.59","3,473.59","3,473.59","3,521.10",-47.51,1.35%,-,-
04-Jan-19,^NASI,NSE All-Share Index,124.3,171.36,137.03,137.03,137.03,139.71,-2.68,1.92%,-,-
04-Jan-19,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,612.34","1,612.34","1,612.34","1,627.97",-15.63,0.96%,-,-
04-Jan-19,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,360.34","1,360.34","1,360.34","1,371.51",-11.17,0.81%,-,-
07-Jan-19,EGAD,Eaagads Ltd,8.2,14,14,14,14,14.5,-0.5,3.45%,100,-
07-Jan-19,KUKZ,Kakuzi Plc,300,423.5,310,310,310,310,-,-,-,-
07-Jan-19,KAPC,Kapchorua Tea Kenya Plc,59,95,70,70.5,70,74.5,-4.5,6.04%,400,-
07-Jan-19,LIMT,Limuru Tea Plc,385,475,500,500,500,500,-,-,-,-
07-Jan-19,SASN,Sasini Plc,14.8,19.6,20,20.75,20.3,20,0.3,1.50%,"3,500",-
07-Jan-19,WTK,Williamson Tea Kenya Plc,92,165,149,149,149,149.25,-0.25,0.17%,500,-
07-Jan-19,CGEN,Car and General (K) Ltd,20,26,23.9,23.9,23.9,21.8,2.1,9.63%,400,-
07-Jan-19,ABSA,ABSA Bank Kenya Plc,9.1,14.2,10.85,11,10.9,10.9,-,-,"153,600",-
07-Jan-19,BKG,BK Group Plc,16.4,28,33,33,33,33,-,-,-,-
07-Jan-19,COOP,Co-operative Bank of Kenya Ltd,10.5,17,13.8,14.3,13.85,13.9,-0.05,0.36%,"27,200",-
07-Jan-19,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,156,156,156,156,-,-,300,-
07-Jan-19,EQTY,Equity Group Holdings Plc,30.5,55.5,33.4,34.1,33.6,33.75,-0.15,0.44%,"125,400",-
07-Jan-19,HFCK,HF Group Ltd,3.49,7.9,5.22,5.5,5.4,5.62,-0.22,3.91%,"18,200",-
