DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
2-Jan-15,KQ,Kenya Airways Plc,0.8,5,8.4,8.95,8.7,8.7,-,-,"102,100",34.8
2-Jan-15,LKL,Longhorn Publishers Plc,4.26,8.6,9.25,10.15,9.7,9.25,0.45,4.86%,"20,100",-
2-Jan-15,NMG,Nation Media Group Plc,12.75,49,285,285,285,263,22,8.37%,600,-
2-Jan-15,SMER,Sameer Africa Plc,1.91,4.69,6,6,6,6,-,-,"1,500",-
2-Jan-15,SGL,Standard Group Plc,18,31,34.75,34.75,34.75,34.75,-,-,-,-
2-Jan-15,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,37,37,37,37,-,-,-,-
2-Jan-15,UCHM,Uchumi Supermarket Plc,0.23,0.45,10.25,10.9,10.45,10.05,0.4,3.98%,"16,600",-
2-Jan-15,SCAN,WPP ScanGroup Plc,10.75,25,45,45,45,45.25,-0.25,0.55%,800,-
2-Jan-15,ARM,ARM Cement Plc,5.55,5.55,86,86,86,86,-,-,-,-
2-Jan-15,BAMB,Bamburi Cement Ltd,26,120,139,140,139,139,-,-,"6,300",-
2-Jan-15,CRWN,Crown Paints Kenya Plc,45,85,111,111,111,111,-,-,-,37
2-Jan-15,CABL,East African Cables Ltd,1.44,3.98,15.5,16,15.7,16.2,-0.5,3.09%,500,-
2-Jan-15,PORT,East African Portland Cement Ltd,12.6,18.5,58,58,58,58,-,-,"2,900",-
2-Jan-15,KENO,KenolKobil Ltd,12.8,23,8.6,8.9,8.6,8.7,-0.1,1.15%,"1,838,500",-
2-Jan-15,KEGN,Kenya Electricity Generating Company Plc,4,6.5,10.15,10.3,10.15,10.3,-0.15,1.46%,"34,600",-
2-Jan-15,KPLC-P4,KPLC-P4,5,5,6.7,6.7,6.7,6.7,-,-,-,-
2-Jan-15,KPLC-P7,KPLC-P7,6,6,5.5,5.5,5.5,5.5,-,-,-,-
2-Jan-15,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,14.2,14.5,14.25,14.45,-0.2,1.38%,"25,600",-
2-Jan-15,TOTL,Total Kenya Ltd,22,30,26.25,26.25,26.25,24,2.25,9.38%,"3,500",-
2-Jan-15,UMME,Umeme Ltd,5.68,8.6,21,21,21,21,-,-,-,-
2-Jan-15,BRIT,Britam Holdings Plc,5.7,10.65,29.25,31.5,29.5,29.75,-0.25,0.84%,"153,900",-
2-Jan-15,CIC,CIC Insurance Group Ltd,2,3.65,9.7,10.4,10,9.6,0.4,4.17%,"389,900",-
2-Jan-15,JUB,Jubilee Holdings Ltd,225,380,450,450,450,450,-,-,"6,000",371.9
2-Jan-15,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,17,17.2,17,17.05,-0.05,0.29%,"127,900",4.25
2-Jan-15,LBTY,Liberty Kenya Holdings Ltd,6.8,11,23.25,23.5,23.25,23.25,-,-,700,-
2-Jan-15,SLAM,Sanlam Kenya Plc,12.8,20,120,120,120,120,-,-,-,80
2-Jan-15,CTUM,Centum Investment Company Plc,19.6,33.5,61.5,62.5,61.75,61.25,0.5,0.82%,"46,500",-
2-Jan-15,HAFR,Home Afrika Ltd,0.3,0.69,4.15,4.2,4.15,4.1,0.05,1.22%,"128,800",-
2-Jan-15,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
2-Jan-15,OCH,Olympia Capital Holdings Ltd,1.9,2.9,5.7,5.7,5.7,5.2,0.5,9.62%,"1,500",-
2-Jan-15,TCL,Trans-Century Plc,1.42,4.03,19.5,19.5,19.5,19.35,0.15,0.78%,"5,500",-
2-Jan-15,NSE,Nairobi Securities Exchange Plc,6.5,13,20.5,21.25,20.9,20.65,0.25,1.21%,"31,200",15.68
2-Jan-15,BOC,BOC Kenya Plc,53,72,125,125,125,125,-,-,-,-
2-Jan-15,BAT,British American Tobacco Kenya Plc,305,545,901,901,901,908,-7,0.77%,"5,000",-
2-Jan-15,CARB,Carbacid Investments Plc,7.1,9.4,22,22,22,21.75,0.25,1.15%,"5,100",-
2-Jan-15,EABL,East African Breweries Ltd,135,222.25,302,302,302,308,-6,1.95%,"804,000",-
2-Jan-15,FTGH,Flame Tree Group Holdings Ltd,0.76,3,8.25,8.25,8.25,8.2,0.05,0.61%,300,7.5
2-Jan-15,ORCH,Kenya Orchards Ltd,12.25,12.6,110,110,110,110,-,-,-,-
2-Jan-15,MSC,Mumias Sugar Company Ltd,0.27,0.39,1.95,2,1.95,1.95,-,-,"604,400",-
2-Jan-15,UNGA,Unga Group Ltd,26.1,37,39.5,39.75,39.5,39.75,-0.25,0.63%,"1,300",-
2-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14.05,14.5,14.15,14.05,0.1,0.71%,"8,652,000",-
2-Jan-15,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,214.22,217.88,215.38,215.49,-0.11,0.05%,-,-
2-Jan-15,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,215.2,218.81,216.37,216.42,-0.05,0.02%,-,-
2-Jan-15,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","5,117.43","5,117.43","5,117.43","5,112.65",4.78,0.09%,-,-
2-Jan-15,^NASI,NSE All-Share Index,124.3,171.36,163.24,163.24,163.24,162.89,0.35,0.21%,-,-
5-Jan-15,EGAD,Eaagads Ltd,8.2,14,38,41,38.75,42,-3.25,7.74%,"1,700",-
5-Jan-15,KUKZ,Kakuzi Plc,300,423.5,180,180,180,180,-,-,"2,000",-
5-Jan-15,KAPC,Kapchorua Tea Kenya Plc,59,95,137,137,137,137,-,-,-,68.5
5-Jan-15,LIMT,Limuru Tea Plc,385,475,771,771,771,771,-,-,-,385.5
5-Jan-15,SASN,Sasini Plc,14.8,19,13,13,13,13,-,-,"1,500",-
5-Jan-15,WTK,Williamson Tea Kenya Plc,92,165,248,248,248,248,-,-,-,124
5-Jan-15,CGEN,Car and General (K) Ltd,20,26,49,49,49,54,-5,9.26%,"1,500",-
5-Jan-15,ABSA,ABSA Bank Kenya Plc,8.96,14.2,16.25,16.7,16.45,16.75,-0.3,1.79%,"241,000",-
5-Jan-15,COOP,Co-operative Bank of Kenya Ltd,10.5,17,18.6,19.55,19.1,19.5,-0.4,2.05%,"149,100",15.92
5-Jan-15,DTK,Diamond Trust Bank Kenya Ltd,67,127,240,240,240,237,3,1.27%,"13,200",218.18
5-Jan-15,EQTY,Equity Group Holdings Plc,30.5,55.5,49.5,51,49.75,50.5,-0.75,1.49%,"326,300",-
5-Jan-15,HFCK,HF Group Ltd,3.49,7.9,46.5,47.5,46.75,46.95,-0.2,0.43%,"20,700",42.5
5-Jan-15,IMH,I & M Holdings Plc,43.1,59,124,124,124,125,-1,0.80%,400,62
5-Jan-15,KCB,KCB Group Plc,33.75,55.5,56,58,56.5,57,-0.5,0.88%,"146,400",-
5-Jan-15,NBK,National Bank of Kenya Ltd,3.4,4.33,24.75,25,24.75,24.75,-,-,"35,600",20.45
5-Jan-15,NCBA,NCBA Group Plc,24.9,40,58,58.5,58.25,57.75,0.5,0.87%,"42,500",52.95
5-Jan-15,SBIC,Stanbic Holdings Plc,76,118.5,123,126,124,124,-,-,"14,700",-
5-Jan-15,SCBK,Standard Chartered Bank Kenya Ltd,155,220,333,333,333,334.75,-1.75,0.52%,100,-
5-Jan-15,EVRD,Eveready East Africa Ltd,0.75,1.28,3.6,3.9,3.7,3.9,-0.2,5.13%,"13,900",-
5-Jan-15,XPRS,Express Kenya Plc,3.5,7.34,6,6,6,6.2,-0.2,3.23%,"21,000",-
5-Jan-15,KQ,Kenya Airways Plc,0.8,4.95,8.65,9,8.9,8.7,0.2,2.30%,"134,700",35.6
5-Jan-15,LKL,Longhorn Publishers Plc,4.26,8.2,10.2,10.65,10.55,9.7,0.85,8.76%,"41,300",-
5-Jan-15,NMG,Nation Media Group Plc,11.4,48,260,266,265,285,-20,7.02%,"1,900",-
5-Jan-15,SMER,Sameer Africa Plc,1.91,4.69,6.1,6.15,6.1,6,0.1,1.67%,"3,000",-
5-Jan-15,SGL,Standard Group Plc,18,31,34.75,34.75,34.75,34.75,-,-,-,-
5-Jan-15,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,36,39,36.5,37,-0.5,1.35%,"16,300",-
5-Jan-15,UCHM,Uchumi Supermarket Plc,0.23,0.4,10.2,10.6,10.2,10.45,-0.25,2.39%,"104,300",-
5-Jan-15,SCAN,WPP ScanGroup Plc,11,25,45,46,45.25,45,0.25,0.56%,400,-
5-Jan-15,ARM,ARM Cement Plc,5.55,5.55,82.5,82.5,82.5,86,-3.5,4.07%,300,-
5-Jan-15,BAMB,Bamburi Cement Ltd,24.9,115,140,140,140,139,1,0.72%,600,-
5-Jan-15,CRWN,Crown Paints Kenya Plc,45,85,111,111,111,111,-,-,-,37
5-Jan-15,CABL,East African Cables Ltd,1.44,3.98,15.6,16,15.8,15.7,0.1,0.64%,"13,300",-
5-Jan-15,PORT,East African Portland Cement Ltd,12.6,18.5,58,58,58,58,-,-,"1,100",-
5-Jan-15,KENO,KenolKobil Ltd,12.8,23,8.7,8.95,8.8,8.6,0.2,2.33%,"88,300",-
5-Jan-15,KEGN,Kenya Electricity Generating Company Plc,4,6.3,9.4,10.2,9.85,10.15,-0.3,2.96%,"99,900",-
5-Jan-15,KPLC-P4,KPLC-P4,5,5,6.7,6.7,6.7,6.7,-,-,-,-
5-Jan-15,KPLC-P7,KPLC-P7,6,6,5.5,5.5,5.5,5.5,-,-,-,-
5-Jan-15,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,14.75,15.65,15,14.25,0.75,5.26%,"269,600",-
5-Jan-15,TOTL,Total Kenya Ltd,22,30,26.5,27,26.5,26.25,0.25,0.95%,"336,500",-
5-Jan-15,UMME,Umeme Ltd,5.68,8.6,21,21,21,21,-,-,"1,000",-
5-Jan-15,BRIT,Britam Holdings Plc,5.7,10.65,28.25,29.75,29,29.5,-0.5,1.69%,"124,700",-
5-Jan-15,CIC,CIC Insurance Group Ltd,2,3.65,9.8,10.2,10.05,10,0.05,0.50%,"684,600",-
5-Jan-15,JUB,Jubilee Holdings Ltd,225,380,450,450,450,450,-,-,-,371.9
5-Jan-15,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,17,18,17.45,17,0.45,2.65%,"40,600",4.36
5-Jan-15,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,24,24,24,23.25,0.75,3.23%,"201,500",-
5-Jan-15,SLAM,Sanlam Kenya Plc,12.8,19.5,120,120,120,120,-,-,-,80
5-Jan-15,CTUM,Centum Investment Company Plc,19.6,33.5,62.5,65,63.5,61.75,1.75,2.83%,"97,700",-
5-Jan-15,HAFR,Home Afrika Ltd,0.3,0.69,4.05,4.2,4.1,4.15,-0.05,1.20%,"70,000",-
5-Jan-15,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
5-Jan-15,OCH,Olympia Capital Holdings Ltd,1.9,2.9,5.2,6,5.55,5.7,-0.15,2.63%,"17,900",-
5-Jan-15,TCL,Trans-Century Plc,1.42,3.95,18,19.5,18,19.5,-1.5,7.69%,"710,000",-
5-Jan-15,NSE,Nairobi Securities Exchange Plc,6.5,13,20.5,21.75,21.45,20.9,0.55,2.63%,"29,800",16.09
5-Jan-15,BOC,BOC Kenya Plc,53,72,125,125,125,125,-,-,-,-
5-Jan-15,BAT,British American Tobacco Kenya Plc,305,545,880,900,891,901,-10,1.11%,700,-
5-Jan-15,CARB,Carbacid Investments Plc,7.1,9.4,22,22.25,22,22,-,-,"7,100",-
5-Jan-15,EABL,East African Breweries Ltd,135,222.25,303,305,303,302,1,0.33%,"19,500",-
5-Jan-15,FTGH,Flame Tree Group Holdings Ltd,0.76,3,8.4,8.9,8.6,8.25,0.35,4.24%,"73,100",7.82
5-Jan-15,ORCH,Kenya Orchards Ltd,12.25,12.6,110,110,110,110,-,-,-,-
5-Jan-15,MSC,Mumias Sugar Company Ltd,0.27,0.38,1.95,2,1.95,1.95,-,-,"1,032,400",-
5-Jan-15,UNGA,Unga Group Ltd,26.1,36.5,39.5,39.5,39.5,39.5,-,-,"9,000",-
5-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14,14.3,14.05,14.15,-0.1,0.71%,"2,558,100",-
5-Jan-15,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,213.09,217.33,214.14,215.38,-1.24,0.58%,-,-
5-Jan-15,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,214.22,218.25,215.13,216.37,-1.24,0.57%,-,-
5-Jan-15,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","5,089.71","5,089.71","5,089.71","5,117.43",-27.72,0.54%,-,-
5-Jan-15,^NASI,NSE All-Share Index,124.3,171.36,162.17,162.17,162.17,163.24,-1.07,0.66%,-,-
6-Jan-15,EGAD,Eaagads Ltd,8.2,14,39,41,39.75,38.75,1,2.58%,500,-
6-Jan-15,KUKZ,Kakuzi Plc,300,423.5,180,180,180,180,-,-,-,-
6-Jan-15,KAPC,Kapchorua Tea Kenya Plc,59,95,137,137,137,137,-,-,-,68.5
6-Jan-15,LIMT,Limuru Tea Plc,385,475,771,771,771,771,-,-,-,385.5
6-Jan-15,SASN,Sasini Plc,14.8,19,12.85,13,12.85,13,-0.15,1.15%,"105,700",-
6-Jan-15,WTK,Williamson Tea Kenya Plc,92,165,248,248,248,248,-,-,-,124
6-Jan-15,CGEN,Car and General (K) Ltd,20,26,49,49,49,49,-,-,-,-
6-Jan-15,ABSA,ABSA Bank Kenya Plc,9,14.2,16.25,16.7,16.4,16.45,-0.05,0.30%,"1,079,800",-
6-Jan-15,COOP,Co-operative Bank of Kenya Ltd,10.5,17,18.5,19.4,18.85,19.1,-0.25,1.31%,"208,600",15.71
6-Jan-15,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,239,239,239,240,-1,0.42%,"3,100",217.27
6-Jan-15,EQTY,Equity Group Holdings Plc,30.5,55.5,49,50,49.5,49.75,-0.25,0.50%,"319,900",-
6-Jan-15,HFCK,HF Group Ltd,3.49,7.9,46,46.75,46.45,46.75,-0.3,0.64%,"34,400",42.23
6-Jan-15,IMH,I & M Holdings Plc,43.1,59,123,124,123.75,124,-0.25,0.20%,"7,300",61.88
6-Jan-15,KCB,KCB Group Plc,33.75,55.5,56,56.5,56,56.5,-0.5,0.88%,"986,800",-
6-Jan-15,NBK,National Bank of Kenya Ltd,3.4,4.33,24.75,25.25,24.75,24.75,-,-,"7,200",20.45
6-Jan-15,NCBA,NCBA Group Plc,24.9,40,58,60,58.75,58.25,0.5,0.86%,"14,000",53.41
6-Jan-15,SBIC,Stanbic Holdings Plc,76.5,118.5,125,126,125,124,1,0.81%,"4,600",-
6-Jan-15,SCBK,Standard Chartered Bank Kenya Ltd,160,220,335,338,335.25,333,2.25,0.68%,"1,800",-
6-Jan-15,EVRD,Eveready East Africa Ltd,0.75,1.28,3.5,3.8,3.75,3.7,0.05,1.35%,"3,100",-
6-Jan-15,XPRS,Express Kenya Plc,4,7.34,6,6,6,6,-,-,"2,000",-
6-Jan-15,KQ,Kenya Airways Plc,0.8,5,8.9,9.15,9.05,8.9,0.15,1.69%,"82,700",36.2
6-Jan-15,LKL,Longhorn Publishers Plc,4.26,8.2,10,11.4,10.55,10.55,-,-,"101,800",-
6-Jan-15,NMG,Nation Media Group Plc,12.5,49,266,268,267,265,2,0.75%,"3,600",-
6-Jan-15,SMER,Sameer Africa Plc,1.91,4.69,6.1,6.15,6.1,6.1,-,-,"3,600",-
6-Jan-15,SGL,Standard Group Plc,18,31,34.75,38,35.5,34.75,0.75,2.16%,800,-
6-Jan-15,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,35.5,36.5,35.75,36.5,-0.75,2.05%,"17,000",-
6-Jan-15,UCHM,Uchumi Supermarket Plc,0.23,0.4,10.2,10.8,10.25,10.2,0.05,0.49%,"83,800",-
6-Jan-15,SCAN,WPP ScanGroup Plc,11,25,45,45.25,45,45.25,-0.25,0.55%,"4,500",-
6-Jan-15,ARM,ARM Cement Plc,5.55,5.55,82.5,90,83,82.5,0.5,0.61%,"24,900",-
6-Jan-15,BAMB,Bamburi Cement Ltd,26,120,140,140,140,140,-,-,"713,900",-
6-Jan-15,CRWN,Crown Paints Kenya Plc,45,85,111,111,111,111,-,-,-,37
6-Jan-15,CABL,East African Cables Ltd,1.44,3.98,15.6,15.65,15.6,15.8,-0.2,1.27%,"6,200",-
6-Jan-15,PORT,East African Portland Cement Ltd,12.6,18.5,58,58,58,58,-,-,400,-
6-Jan-15,KENO,KenolKobil Ltd,12.8,23,8.75,8.8,8.75,8.8,-0.05,0.57%,"27,500",-
6-Jan-15,KEGN,Kenya Electricity Generating Company Plc,4,6.5,9.4,9.95,9.55,9.85,-0.3,3.05%,"113,500",-
6-Jan-15,KPLC-P4,KPLC-P4,5,5,6.7,6.7,6.7,6.7,-,-,-,-
6-Jan-15,KPLC-P7,KPLC-P7,6,6,5.5,5.5,5.5,5.5,-,-,-,-
6-Jan-15,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,15,16.5,15.7,15,0.7,4.67%,"50,700",-
6-Jan-15,TOTL,Total Kenya Ltd,22,30,26.75,26.75,26.75,26.5,0.25,0.94%,100,-
6-Jan-15,UMME,Umeme Ltd,5.68,8.6,21,21,21,21,-,-,300,-
6-Jan-15,BRIT,Britam Holdings Plc,5.7,10.65,28.5,31,28.75,29,-0.25,0.86%,"618,400",-
6-Jan-15,CIC,CIC Insurance Group Ltd,2,3.65,9.6,10.15,9.85,10.05,-0.2,1.99%,"282,600",-
6-Jan-15,JUB,Jubilee Holdings Ltd,225,380,450,460,450,450,-,-,"1,700",371.9
6-Jan-15,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,17.05,17.95,17.35,17.45,-0.1,0.57%,"421,800",4.34
6-Jan-15,LBTY,Liberty Kenya Holdings Ltd,6.8,11,23,24,23.25,24,-0.75,3.13%,"41,700",-
6-Jan-15,SLAM,Sanlam Kenya Plc,12.8,20,117,130,118,120,-2,1.67%,"2,300",78.67
6-Jan-15,CTUM,Centum Investment Company Plc,19.6,33.5,63,66,64.75,63.5,1.25,1.97%,"563,100",-
6-Jan-15,HAFR,Home Afrika Ltd,0.3,0.69,4,4.1,4,4.1,-0.1,2.44%,"340,900",-
6-Jan-15,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
6-Jan-15,OCH,Olympia Capital Holdings Ltd,1.9,2.9,5.6,6.1,5.85,5.55,0.3,5.41%,"6,300",-
6-Jan-15,TCL,Trans-Century Plc,1.42,4.03,18.05,18.5,18.05,18,0.05,0.28%,"10,000",-
6-Jan-15,NSE,Nairobi Securities Exchange Plc,6.5,13,21.5,22.5,21.95,21.45,0.5,2.33%,"210,100",16.46
6-Jan-15,BOC,BOC Kenya Plc,53,72,126,126,126,125,1,0.80%,"2,000",-
6-Jan-15,BAT,British American Tobacco Kenya Plc,305,545,881,900,898,891,7,0.79%,"2,800",-
6-Jan-15,CARB,Carbacid Investments Plc,7.1,9.4,22.25,23,22.25,22,0.25,1.14%,"66,900",-
6-Jan-15,EABL,East African Breweries Ltd,135,222.25,303,308,307,303,4,1.32%,"264,100",-
6-Jan-15,FTGH,Flame Tree Group Holdings Ltd,0.76,3,8.2,8.95,8.35,8.6,-0.25,2.91%,"87,100",7.59
6-Jan-15,ORCH,Kenya Orchards Ltd,12.25,12.6,110,110,110,110,-,-,-,-
6-Jan-15,MSC,Mumias Sugar Company Ltd,0.27,0.39,1.9,1.95,1.9,1.95,-0.05,2.56%,"383,600",-
6-Jan-15,UNGA,Unga Group Ltd,26.1,37,39.5,39.5,39.5,39.5,-,-,"2,600",-
6-Jan-15,SCOM,Safaricom Plc,23.5,33.5,13.8,14.1,13.9,14.05,-0.15,1.07%,"11,810,700",-
6-Jan-15,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,213.11,215.1,213.68,214.14,-0.46,0.21%,-,-
6-Jan-15,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,214.17,216.23,214.67,215.13,-0.46,0.21%,-,-
6-Jan-15,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","5,098.49","5,098.49","5,098.49","5,089.71",8.78,0.17%,-,-
6-Jan-15,^NASI,NSE All-Share Index,124.3,171.36,161.86,161.86,161.86,162.17,-0.31,0.19%,-,-
7-Jan-15,EGAD,Eaagads Ltd,8.2,14,41,42,41.75,39.75,2,5.03%,"12,000",-
7-Jan-15,KUKZ,Kakuzi Plc,300,423.5,180,180,180,180,-,-,-,-
7-Jan-15,KAPC,Kapchorua Tea Kenya Plc,59,95,137,138,137,137,-,-,"1,800",68.5
7-Jan-15,LIMT,Limuru Tea Plc,385,475,771,771,771,771,-,-,-,385.5
7-Jan-15,SASN,Sasini Plc,14.8,19,12.65,13,12.95,12.85,0.1,0.78%,"7,400",-
7-Jan-15,WTK,Williamson Tea Kenya Plc,92,165,245,250,249,248,1,0.40%,"17,800",124.5
7-Jan-15,CGEN,Car and General (K) Ltd,20,26,49,49,49,49,-,-,-,-
7-Jan-15,ABSA,ABSA Bank Kenya Plc,8.96,14.2,16.1,16.75,16.3,16.4,-0.1,0.61%,"358,600",-
7-Jan-15,COOP,Co-operative Bank of Kenya Ltd,10.5,17,18.3,18.9,18.55,18.85,-0.3,1.59%,"127,100",15.46
7-Jan-15,DTK,Diamond Trust Bank Kenya Ltd,67,127,235,240,238,239,-1,0.42%,"17,400",216.36
7-Jan-15,EQTY,Equity Group Holdings Plc,30.5,55.5,49,50,49.5,49.5,-,-,"1,009,600",-
7-Jan-15,HFCK,HF Group Ltd,3.49,7.9,46,46.75,46.3,46.45,-0.15,0.32%,"61,300",42.09
7-Jan-15,IMH,I & M Holdings Plc,43.1,59,120,125,122.25,123.75,-1.5,1.21%,"36,200",61.13
7-Jan-15,KCB,KCB Group Plc,33.75,55.5,56,56.5,56,56,-,-,"148,600",-
7-Jan-15,NBK,National Bank of Kenya Ltd,3.4,4.33,24.75,25.25,25,24.75,0.25,1.01%,"10,500",20.66
7-Jan-15,NCBA,NCBA Group Plc,24.9,40,58.5,64,60.75,58.75,2,3.40%,"30,400",55.23
7-Jan-15,SBIC,Stanbic Holdings Plc,76,118.5,124,126,125,125,-,-,"18,900",-
7-Jan-15,SCBK,Standard Chartered Bank Kenya Ltd,155,220,335,340,339.5,335.25,4.25,1.27%,"6,000",-
7-Jan-15,EVRD,Eveready East Africa Ltd,0.75,1.28,3.5,3.6,3.5,3.75,-0.25,6.67%,"36,800",-
7-Jan-15,XPRS,Express Kenya Plc,3.5,7.34,5.5,5.8,5.6,6,-0.4,6.67%,"24,300",-
7-Jan-15,KQ,Kenya Airways Plc,0.8,4.95,8.9,9.2,9,9.05,-0.05,0.55%,"131,800",36
7-Jan-15,LKL,Longhorn Publishers Plc,4.26,8.2,10.6,11.6,10.9,10.55,0.35,3.32%,"146,600",-
7-Jan-15,NMG,Nation Media Group Plc,11.4,48,269,275,271,267,4,1.50%,"1,800",-
7-Jan-15,SMER,Sameer Africa Plc,1.91,4.69,6,6.7,6.5,6.1,0.4,6.56%,"10,200",-
7-Jan-15,SGL,Standard Group Plc,18,31,35,39,35.5,35.5,-,-,600,-
7-Jan-15,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,36,36.25,36,35.75,0.25,0.70%,"14,700",-
7-Jan-15,UCHM,Uchumi Supermarket Plc,0.23,0.4,10.2,10.8,10.3,10.25,0.05,0.49%,"163,700",-
7-Jan-15,SCAN,WPP ScanGroup Plc,11,25,45,48,47,45,2,4.44%,"11,300",-
7-Jan-15,ARM,ARM Cement Plc,5.55,5.55,80,83,82,83,-1,1.20%,"163,800",-
7-Jan-15,BAMB,Bamburi Cement Ltd,24.9,115,139,151,140,140,-,-,"213,500",-
7-Jan-15,CRWN,Crown Paints Kenya Plc,45,85,111,111,111,111,-,-,-,37
7-Jan-15,CABL,East African Cables Ltd,1.44,3.98,15.7,16.2,16,15.6,0.4,2.56%,"21,400",-
7-Jan-15,PORT,East African Portland Cement Ltd,12.6,18.5,58,58,58,58,-,-,600,-
7-Jan-15,KENO,KenolKobil Ltd,12.8,23,8.7,8.8,8.7,8.75,-0.05,0.57%,"510,900",-
7-Jan-15,KEGN,Kenya Electricity Generating Company Plc,4,6.3,9.4,9.8,9.5,9.55,-0.05,0.52%,"91,300",-
7-Jan-15,KPLC-P4,KPLC-P4,5,5,6.7,6.7,6.7,6.7,-,-,-,-
7-Jan-15,KPLC-P7,KPLC-P7,6,6,5.5,5.5,5.5,5.5,-,-,-,-
7-Jan-15,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,15.7,16.2,15.95,15.7,0.25,1.59%,"563,500",-
7-Jan-15,TOTL,Total Kenya Ltd,22,30,26.75,28,27,26.75,0.25,0.93%,"8,400",-
7-Jan-15,UMME,Umeme Ltd,5.68,8.6,21,21,21,21,-,-,-,-
7-Jan-15,BRIT,Britam Holdings Plc,5.7,10.65,27.5,29,28.5,28.75,-0.25,0.87%,"277,300",-
7-Jan-15,CIC,CIC Insurance Group Ltd,2,3.65,9.7,10,9.85,9.85,-,-,"540,200",-
