DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
05-Jan-16,NBK,National Bank of Kenya Ltd,3.4,4.33,15.75,16.45,16.15,15.8,0.35,2.22%,"50,100",14.68
05-Jan-16,NCBA,NCBA Group Plc,24.9,40,42.5,44,42.95,42.5,0.45,1.06%,"20,200",39.05
05-Jan-16,SBIC,Stanbic Holdings Plc,76.5,118.5,80,82,81,81.5,-0.5,0.61%,"903,200",-
05-Jan-16,SCBK,Standard Chartered Bank Kenya Ltd,159.5,220,202,203,202.25,203,-0.75,0.37%,800,-
05-Jan-16,EVRD,Eveready East Africa Ltd,0.75,1.28,2.6,2.9,2.65,2.65,-,-,"62,000",-
05-Jan-16,XPRS,Express Kenya Plc,4,7.34,4.05,4.95,4.65,4.5,0.15,3.33%,"1,600",-
05-Jan-16,KQ,Kenya Airways Plc,0.8,5,4.5,5,4.85,4.95,-0.1,2.02%,"654,800",19.4
05-Jan-16,LKL,Longhorn Publishers Plc,4.26,8.2,4.6,5,4.7,4.6,0.1,2.17%,"51,500",-
05-Jan-16,NMG,Nation Media Group Plc,12,48.5,175,190,177,190,-13,6.84%,"8,200",-
05-Jan-16,SMER,Sameer Africa Plc,1.91,4.69,4,4.05,4,3.75,0.25,6.67%,"5,200",-
05-Jan-16,SGL,Standard Group Plc,18,31,28,28,28,28,-,-,-,-
05-Jan-16,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,25.5,26,25.75,25,0.75,3.00%,"6,500",-
05-Jan-16,UCHM,Uchumi Supermarket Plc,0.23,0.4,9.75,10.5,9.9,10.65,-0.75,7.04%,"72,100",-
05-Jan-16,SCAN,WPP ScanGroup Plc,11,25,29.5,29.5,29.5,27.5,2,7.27%,100,-
05-Jan-16,ARM,ARM Cement Plc,5.55,5.55,39.75,42,40.25,40.5,-0.25,0.62%,"31,300",-
05-Jan-16,BAMB,Bamburi Cement Ltd,26,120,170,170,170,175,-5,2.86%,"1,400",-
05-Jan-16,CRWN,Crown Paints Kenya Plc,45,85,59,61,59,61,-2,3.28%,900,-
05-Jan-16,CABL,East African Cables Ltd,1.44,3.98,10,10.5,10.35,10.6,-0.25,2.36%,"6,100",-
05-Jan-16,PORT,East African Portland Cement Ltd,12.6,18.5,46,46,46,46,-,-,100,-
05-Jan-16,KENO,KenolKobil Ltd,12.8,23,8.5,9.45,8.85,8.85,-,-,"68,100",-
05-Jan-16,KEGN,Kenya Electricity Generating Company Plc,4,6.5,6.9,7.25,6.95,6.95,-,-,"822,600",-
05-Jan-16,KPLC-P4,KPLC-P4,5,5,5.5,5.5,5.5,5.5,-,-,-,-
05-Jan-16,KPLC-P7,KPLC-P7,6,6,5.5,5.5,5.5,5.5,-,-,-,-
05-Jan-16,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,12.9,13.25,13,13.2,-0.2,1.52%,"66,000",-
05-Jan-16,TOTL,Total Kenya Ltd,22,30,18.25,18.25,18.25,18.25,-,-,"4,800",-
05-Jan-16,UMME,Umeme Ltd,5.68,8.6,24,24,24,22.25,1.75,7.87%,500,-
05-Jan-16,BRIT,Britam Holdings Plc,5.7,10.65,13.2,14,13.8,13.65,0.15,1.10%,"414,300",-
05-Jan-16,CIC,CIC Insurance Group Ltd,2,3.65,6.15,6.5,6.2,6.3,-0.1,1.59%,"80,800",-
05-Jan-16,JUB,Jubilee Holdings Ltd,225,380,485,485,485,484,1,0.21%,100,440.91
05-Jan-16,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,19.2,20.75,20.5,20.25,0.25,1.23%,"28,900",5.13
05-Jan-16,LBTY,Liberty Kenya Holdings Ltd,6.8,11,18.2,18.2,18.2,20,-1.8,9.00%,"2,200",-
05-Jan-16,SLAM,Sanlam Kenya Plc,12.8,19.55,59.5,60,59.5,60,-0.5,0.83%,"4,300",-
05-Jan-16,CTUM,Centum Investment Company Plc,19.6,33.5,47,48,47.05,47,0.05,0.11%,"49,500",-
05-Jan-16,HAFR,Home Afrika Ltd,0.3,0.69,2.25,2.25,2.25,2.5,-0.25,10.00%,"408,900",-
05-Jan-16,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
05-Jan-16,OCH,Olympia Capital Holdings Ltd,1.9,2.9,4.3,4.75,4.5,4.7,-0.2,4.26%,"14,800",-
05-Jan-16,TCL,Trans-Century Plc,1.42,4,8.5,8.75,8.55,8,0.55,6.88%,"3,000",-
05-Jan-16,NSE,Nairobi Securities Exchange Plc,6.5,13,23.5,25.5,25,24.55,0.45,1.83%,"52,500",18.75
05-Jan-16,BOC,BOC Kenya Plc,53,72,94,94,94,94,-,-,-,-
05-Jan-16,BAT,British American Tobacco Kenya Plc,305,545,785,785,785,782,3,0.38%,100,-
05-Jan-16,CARB,Carbacid Investments Plc,7.1,9.4,16.2,16.45,16.2,16.5,-0.3,1.82%,"7,800",-
05-Jan-16,EABL,East African Breweries Ltd,135,222.25,273,277,276,270,6,2.22%,"237,000",-
05-Jan-16,FTGH,Flame Tree Group Holdings Ltd,0.76,3,7,7.7,7.15,7,0.15,2.14%,"14,800",6.5
05-Jan-16,ORCH,Kenya Orchards Ltd,12.25,12.6,98,98,98,98,-,-,-,-
05-Jan-16,MSC,Mumias Sugar Company Ltd,0.27,0.39,1.65,1.75,1.65,1.65,-,-,"816,700",-
05-Jan-16,UNGA,Unga Group Ltd,26.1,36.5,32.5,34,33.25,32.25,1,3.10%,"7,500",-
05-Jan-16,SCOM,Safaricom Plc,23.5,33.5,16.2,16.55,16.35,16.35,-,-,"9,798,000",-
05-Jan-16,FAHR,Stanlib Fahari Income-REIT,5.5,10,21.5,22,21.75,21.75,-,-,"50,200",-
05-Jan-16,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,185.03,187.29,186.18,185.73,0.45,0.24%,-,-
05-Jan-16,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,184.59,187.19,185.99,185.55,0.44,0.24%,-,-
05-Jan-16,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","3,974.58","3,974.58","3,974.58","4,007.33",-32.75,0.82%,-,-
05-Jan-16,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","4,170.88","4,170.88","4,170.88","4,174.50",-3.62,0.09%,-,-
05-Jan-16,^NASI,NSE All-Share Index,124.3,171.36,145.49,145.49,145.49,145.5,-0.01,0.01%,-,-
06-Jan-16,EGAD,Eaagads Ltd,8.2,14,25,25,25,25,-,-,"1,100",-
06-Jan-16,KUKZ,Kakuzi Plc,300,423.5,332,332,332,332,-,-,-,-
06-Jan-16,KAPC,Kapchorua Tea Kenya Plc,59,95,225,225,225,205,20,9.76%,"4,000",112.5
06-Jan-16,LIMT,Limuru Tea Plc,385,475,"1,085.00","1,085.00","1,085.00","1,085.00",-,-,-,-
06-Jan-16,SASN,Sasini Plc,14.8,19,16.8,18,17.05,17.9,-0.85,4.75%,"8,500",-
06-Jan-16,WTK,Williamson Tea Kenya Plc,92,165,390,400,397,398,-1,0.25%,"2,400",198.5
06-Jan-16,CGEN,Car and General (K) Ltd,20,26,39.5,39.5,39.5,39.5,-,-,-,-
06-Jan-16,ABSA,ABSA Bank Kenya Plc,8.96,14.2,12.8,13.35,13.05,13.1,-0.05,0.38%,"97,800",-
06-Jan-16,COOP,Co-operative Bank of Kenya Ltd,10.5,17,17.25,17.7,17.55,17.6,-0.05,0.28%,"1,084,500",14.63
06-Jan-16,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,187,200,193,186,7,3.76%,500,175.45
06-Jan-16,EQTY,Equity Group Holdings Plc,30.5,55.5,39.75,41,40,40.25,-0.25,0.62%,"251,400",-
06-Jan-16,HFCK,HF Group Ltd,3.49,7.9,22.5,23,22.6,22.65,-0.05,0.22%,"11,900",20.55
06-Jan-16,IMH,I & M Holdings Plc,43.1,59,99.5,100,99.75,100,-0.25,0.25%,"26,000",49.88
06-Jan-16,KCB,KCB Group Plc,33.75,55.5,42,44,42.75,43.5,-0.75,1.72%,"473,700",-
06-Jan-16,NBK,National Bank of Kenya Ltd,3.4,4.33,16,17.4,16.65,16.15,0.5,3.10%,"6,500",15.14
06-Jan-16,NCBA,NCBA Group Plc,24.9,40,42.5,43.5,42.95,42.95,-,-,"41,000",39.05
06-Jan-16,SBIC,Stanbic Holdings Plc,76.5,118.5,89,89,89,81,8,9.88%,100,-
06-Jan-16,SCBK,Standard Chartered Bank Kenya Ltd,155,220,203,203,203,202.25,0.75,0.37%,600,-
06-Jan-16,EVRD,Eveready East Africa Ltd,0.75,1.28,2.7,2.85,2.75,2.65,0.1,3.77%,"6,700",-
06-Jan-16,XPRS,Express Kenya Plc,3.8,7.34,4.5,4.5,4.5,4.65,-0.15,3.23%,"2,900",-
06-Jan-16,KQ,Kenya Airways Plc,0.8,5,4.5,4.95,4.65,4.85,-0.2,4.12%,"40,100",18.6
06-Jan-16,LKL,Longhorn Publishers Plc,4.26,8.2,4.6,5,4.95,4.7,0.25,5.32%,"27,300",-
06-Jan-16,NMG,Nation Media Group Plc,12,48.5,175,188,184,177,7,3.95%,"3,100",-
06-Jan-16,SMER,Sameer Africa Plc,1.91,4.69,3.8,4.4,3.95,4,-0.05,1.25%,"71,100",-
06-Jan-16,SGL,Standard Group Plc,18,31,30.75,30.75,30.75,28,2.75,9.82%,100,-
06-Jan-16,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,25,27,25,25.75,-0.75,2.91%,"10,300",-
06-Jan-16,UCHM,Uchumi Supermarket Plc,0.23,0.4,10,10,10,9.9,0.1,1.01%,100,-
06-Jan-16,SCAN,WPP ScanGroup Plc,11,25,32,32,32,29.5,2.5,8.47%,100,-
06-Jan-16,ARM,ARM Cement Plc,5.55,5.55,39.75,40,39.75,40.25,-0.5,1.24%,"8,100",-
06-Jan-16,BAMB,Bamburi Cement Ltd,26,120,170,170,170,170,-,-,-,-
06-Jan-16,CRWN,Crown Paints Kenya Plc,45,85,59,59,59,59,-,-,-,-
06-Jan-16,CABL,East African Cables Ltd,1.44,3.98,10,10.45,10.35,10.35,-,-,"1,300",-
06-Jan-16,PORT,East African Portland Cement Ltd,12.6,18.5,46,46,46,46,-,-,-,-
06-Jan-16,KENO,KenolKobil Ltd,12.8,23,8.85,9.2,9.15,8.85,0.3,3.39%,"442,600",-
06-Jan-16,KEGN,Kenya Electricity Generating Company Plc,4,6.5,6.9,7.25,6.95,6.95,-,-,"289,300",-
06-Jan-16,KPLC-P4,KPLC-P4,5,5,5.5,5.5,5.5,5.5,-,-,-,-
06-Jan-16,KPLC-P7,KPLC-P7,6,6,5.5,5.5,5.5,5.5,-,-,-,-
06-Jan-16,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,12.9,14,13.1,13,0.1,0.77%,"65,800",-
06-Jan-16,TOTL,Total Kenya Ltd,22,30,18,18,18,18.25,-0.25,1.37%,"1,100",-
06-Jan-16,UMME,Umeme Ltd,5.68,8.6,24,24,24,24,-,-,100,-
06-Jan-16,BRIT,Britam Holdings Plc,5.7,10.65,13.25,13.95,13.65,13.8,-0.15,1.09%,"1,659,100",-
06-Jan-16,CIC,CIC Insurance Group Ltd,2,3.65,6,6.45,6.05,6.2,-0.15,2.42%,"67,500",-
06-Jan-16,JUB,Jubilee Holdings Ltd,225,380,460,485,478,485,-7,1.44%,"5,000",434.55
06-Jan-16,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,20.75,21.75,21.1,20.5,0.6,2.93%,"17,500",5.28
06-Jan-16,LBTY,Liberty Kenya Holdings Ltd,6.8,11,19.95,19.95,19.95,18.2,1.75,9.62%,200,-
06-Jan-16,SLAM,Sanlam Kenya Plc,12.8,19.55,59.5,59.5,59.5,59.5,-,-,-,-
06-Jan-16,CTUM,Centum Investment Company Plc,19.6,33.5,47,48.25,47.6,47.05,0.55,1.17%,"24,500",-
06-Jan-16,HAFR,Home Afrika Ltd,0.3,0.69,2.05,2.05,2.05,2.25,-0.2,8.89%,"377,400",-
06-Jan-16,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
06-Jan-16,OCH,Olympia Capital Holdings Ltd,1.9,2.9,4.2,4.2,4.2,4.5,-0.3,6.67%,100,-
06-Jan-16,TCL,Trans-Century Plc,1.42,4,8.7,9,8.9,8.55,0.35,4.09%,"18,300",-
06-Jan-16,NSE,Nairobi Securities Exchange Plc,6.5,13,24.5,25.75,25.35,25,0.35,1.40%,"19,300",19.01
06-Jan-16,BOC,BOC Kenya Plc,53,72,94,94,94,94,-,-,-,-
06-Jan-16,BAT,British American Tobacco Kenya Plc,305,545,790,800,799,785,14,1.78%,"70,000",-
06-Jan-16,CARB,Carbacid Investments Plc,7.1,9.4,16.3,16.5,16.4,16.2,0.2,1.23%,"2,300",-
06-Jan-16,EABL,East African Breweries Ltd,135,222.25,275,290,279,276,3,1.09%,"361,300",-
06-Jan-16,FTGH,Flame Tree Group Holdings Ltd,0.76,3,7.15,7.65,7.5,7.15,0.35,4.90%,"19,300",6.82
06-Jan-16,ORCH,Kenya Orchards Ltd,12.25,12.6,98,98,98,98,-,-,-,-
06-Jan-16,MSC,Mumias Sugar Company Ltd,0.27,0.39,1.65,1.7,1.65,1.65,-,-,"424,300",-
06-Jan-16,UNGA,Unga Group Ltd,26.1,36.5,34,36.5,35.25,33.25,2,6.02%,"4,100",-
06-Jan-16,SCOM,Safaricom Plc,23.5,33.5,16.4,16.75,16.6,16.35,0.25,1.53%,"5,170,500",-
06-Jan-16,FAHR,Stanlib Fahari Income-REIT,5.5,10,21,22,21.25,21.75,-0.5,2.30%,"25,600",-
06-Jan-16,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,185.7,188,186.58,186.18,0.4,0.21%,-,-
06-Jan-16,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,185.68,187.92,186.58,185.99,0.59,0.32%,-,-
06-Jan-16,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","4,008.53","4,008.53","4,008.53","3,974.58",33.95,0.85%,-,-
06-Jan-16,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","4,206.66","4,206.66","4,206.66","4,170.88",35.78,0.86%,-,-
06-Jan-16,^NASI,NSE All-Share Index,124.3,171.36,146.81,146.81,146.81,145.49,1.32,0.91%,-,-
07-Jan-16,EGAD,Eaagads Ltd,8.2,14,23,23,23,25,-2,8.00%,100,-
07-Jan-16,KUKZ,Kakuzi Plc,300,423.5,332,332,332,332,-,-,-,-
07-Jan-16,KAPC,Kapchorua Tea Kenya Plc,59,95,225,240,234,225,9,4.00%,"2,500",117
07-Jan-16,LIMT,Limuru Tea Plc,385,475,"1,085.00","1,085.00","1,085.00","1,085.00",-,-,-,-
07-Jan-16,SASN,Sasini Plc,14.8,19,18.75,18.75,18.75,17.05,1.7,9.97%,"1,000",-
07-Jan-16,WTK,Williamson Tea Kenya Plc,92,165,371,400,389,397,-8,2.02%,"4,500",194.5
07-Jan-16,CGEN,Car and General (K) Ltd,20,26,39.5,39.5,39.5,39.5,-,-,-,-
07-Jan-16,ABSA,ABSA Bank Kenya Plc,9,14.2,13,13.3,13.05,13.05,-,-,"177,200",-
07-Jan-16,COOP,Co-operative Bank of Kenya Ltd,10.5,17,17.2,17.65,17.5,17.55,-0.05,0.28%,"225,200",14.58
07-Jan-16,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,193,193,193,193,-,-,-,175.45
07-Jan-16,EQTY,Equity Group Holdings Plc,30.5,55.5,39,41,39.25,40,-0.75,1.88%,"2,786,900",-
07-Jan-16,HFCK,HF Group Ltd,3.49,7.9,22.75,23.5,22.95,22.6,0.35,1.55%,"71,300",20.86
07-Jan-16,IMH,I & M Holdings Plc,43.1,59,95,100,95,99.75,-4.75,4.76%,"6,200",47.5
07-Jan-16,KCB,KCB Group Plc,33.75,55.5,41.5,42.25,41.75,42.75,-1,2.34%,"2,071,900",-
07-Jan-16,NBK,National Bank of Kenya Ltd,3.4,4.33,16.3,17.4,16.55,16.65,-0.1,0.60%,"21,000",15.05
07-Jan-16,NCBA,NCBA Group Plc,24.9,40,42.5,43,42.95,42.95,-,-,"30,200",39.05
07-Jan-16,SBIC,Stanbic Holdings Plc,76.5,118.5,81,82,81,89,-8,8.99%,"14,500",-
07-Jan-16,SCBK,Standard Chartered Bank Kenya Ltd,160,220,203,210,204,203,1,0.49%,"1,800",-
07-Jan-16,EVRD,Eveready East Africa Ltd,0.75,1.28,2.7,2.8,2.75,2.75,-,-,"17,400",-
07-Jan-16,XPRS,Express Kenya Plc,4,7.34,4.95,4.95,4.95,4.5,0.45,10.00%,500,-
07-Jan-16,KQ,Kenya Airways Plc,0.8,5,4.65,4.95,4.8,4.65,0.15,3.23%,"78,600",19.2
07-Jan-16,LKL,Longhorn Publishers Plc,4.26,8.2,4.95,5.2,5,4.95,0.05,1.01%,"30,100",-
07-Jan-16,NMG,Nation Media Group Plc,12.5,49,176,190,186,184,2,1.09%,"8,700",-
07-Jan-16,SMER,Sameer Africa Plc,1.91,4.69,3.85,4,3.85,3.95,-0.1,2.53%,"3,200",-
07-Jan-16,SGL,Standard Group Plc,18,31,28.25,28.25,28.25,30.75,-2.5,8.13%,100,-
07-Jan-16,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,25,25,25,25,-,-,-,-
07-Jan-16,UCHM,Uchumi Supermarket Plc,0.23,0.4,9.5,10,9.65,10,-0.35,3.50%,"19,900",-
07-Jan-16,SCAN,WPP ScanGroup Plc,11,25,30.25,30.25,30.25,32,-1.75,5.47%,500,-
07-Jan-16,ARM,ARM Cement Plc,5.55,5.55,39.5,40,39.75,39.75,-,-,"8,000",-
07-Jan-16,BAMB,Bamburi Cement Ltd,26,120,175,175,175,170,5,2.94%,"72,100",-
07-Jan-16,CRWN,Crown Paints Kenya Plc,45,85,55,59,55.5,59,-3.5,5.93%,"3,200",-
07-Jan-16,CABL,East African Cables Ltd,1.44,3.98,10,10.85,10.05,10.35,-0.3,2.90%,"1,200",-
07-Jan-16,PORT,East African Portland Cement Ltd,12.6,18.5,48,50,48.25,46,2.25,4.89%,"6,000",-
