Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
4-Jan-23,BKG,BK Group Plc,30,37,30.05,30.05,30.05,30,0.05,0.17%,"1,800.00",-
4-Jan-23,COOP,Co-operative Bank of Kenya Ltd,10.1,15.2,12,12.7,12.1,12.1,-,-,"476,600.00",-
4-Jan-23,DTK,Diamond Trust Bank Kenya Ltd,43.05,56,51,52,51,49.85,1.15,2.31%,"1,100.00",-
4-Jan-23,EQTY,Equity Group Holdings Plc,33.6,51,45,46,45.15,45.05,0.1,0.22%,"7,582,400.00",-
4-Jan-23,HFCK,HF Group Ltd,3.02,4.9,3.05,3.18,3.06,3.15,-0.09,-2.86%,"51,400.00",-
4-Jan-23,IMH,I & M Holdings Plc,17,35,17,17.15,17.05,17.05,-,-,"13,000.00",-
4-Jan-23,KCB,KCB Group Plc,15.75,40,38.1,38.3,38.2,38.35,-0.15,-0.39%,"65,000.00",-
4-Jan-23,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
4-Jan-23,NCBA,NCBA Group Plc,34.05,47,38,39.5,38.8,38.95,-0.15,-0.39%,"15,000.00",-
4-Jan-23,SBIC,Stanbic Holdings Plc,100,134,102,102,102,102,-,-,-,-
4-Jan-23,SCBK,Standard Chartered Bank Kenya Ltd,148,236,146,150,149.25,145,4.25,2.93%,"23,400.00",-
4-Jan-23,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
4-Jan-23,EVRD,Eveready East Africa Ltd,0.97,1.65,0.68,0.69,0.69,0.72,-0.03,-4.17%,"1,300.00",-
4-Jan-23,XPRS,Express Kenya Plc,2.74,3.99,4.17,4.95,4.87,4.63,0.24,5.18%,"2,800.00",-
4-Jan-23,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
4-Jan-23,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
4-Jan-23,LKL,Longhorn Publishers Plc,2.02,2.65,3,3,3,3,-,-,"30,500.00",-
4-Jan-23,NBV,Nairobi Business Ventures Ltd,1.85,2.9,3.92,4.05,3.97,3.94,0.03,0.76%,"54,600.00",-
4-Jan-23,NMG,Nation Media Group Plc,14,22.4,15.65,16.4,15.9,15.8,0.1,0.63%,"6,300.00",-
4-Jan-23,SMER,Sameer Africa Plc,1.87,2.75,2.12,2.15,2.13,2.12,0.01,0.47%,"1,700.00",-
4-Jan-23,SGL,Standard Group Plc,4.86,9,9.42,9.42,9.42,10.45,-1.03,-9.86%,200,-
4-Jan-23,TPSE,TPS Eastern Africa (Serena) Ltd,11,20.15,13,13,13,13,-,-,"2,900.00",-
4-Jan-23,UCHM,Uchumi Supermarket Plc,0.16,0.23,0.23,0.23,0.23,0.21,0.02,9.52%,"1,900.00",-
4-Jan-23,SCAN,WPP ScanGroup Plc,1.86,2.94,2.86,3.01,3,2.87,0.13,4.53%,"11,800.00",-
4-Jan-23,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
4-Jan-23,BAMB,Bamburi Cement Ltd,22.5,84,31,31.5,31.15,31.45,-0.3,-0.95%,"2,600.00",-
4-Jan-23,CRWN,Crown Paints Kenya Plc,29,40.05,40,40,40,41.5,-1.5,-3.61%,400,-
4-Jan-23,CABL,East African Cables Plc,0.79,1.11,0.8,0.93,0.86,0.85,0.01,1.18%,"25,400.00",-
4-Jan-23,PORT,East African Portland Cement Ltd,4.38,55.75,6.8,6.8,6.8,6.8,-,-,-,-
4-Jan-23,KEGN,Kenya Electricity Generating Company Plc,1.94,4.6,3.21,3.5,3.26,3.22,0.04,1.24%,"111,600.00",-
4-Jan-23,KPLC-P4,KPLC-P4,4,4.11,4.11,4.11,4.11,4.11,-,-,-,-
4-Jan-23,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
4-Jan-23,KPLC,Kenya Power and Lighting Company Plc,1.3,6,1.64,1.74,1.67,1.62,0.05,3.09%,"491,500.00",-
4-Jan-23,TOTL,TotalEnergies Marketing Kenya Plc,14.55,25,23.3,23.85,23.65,23.85,-0.2,-0.84%,"1,800.00",-
4-Jan-23,UMME,Umeme Ltd,13,17.9,7.5,7.5,7.5,7.48,0.02,0.27%,"24,600.00",-
4-Jan-23,BRIT,Britam Holdings Plc,4.25,6.5,5,5.2,5.14,5.2,-0.06,-1.15%,"17,500.00",-
4-Jan-23,CIC,CIC Insurance Group Ltd,1.93,2.5,1.91,2,1.97,1.91,0.06,3.14%,"239,200.00",-
4-Jan-23,JUB,Jubilee Holdings Ltd,150,202,190,199.5,193.25,198.75,-5.5,-2.77%,300,-
4-Jan-23,KNRE,Kenya Re-Insurance Corporation Ltd,1,3,1.83,1.93,1.86,1.87,-0.01,-0.53%,"19,400.00",-
4-Jan-23,LBTY,Liberty Kenya Holdings Ltd,3.5,8.24,4.56,4.6,4.59,5.04,-0.45,-8.93%,500,-
4-Jan-23,SLAM,Sanlam Kenya Plc,5.5,7.7,8.64,8.64,8.64,9.58,-0.94,-9.81%,200,-
4-Jan-23,CTUM,Centum Investment Company Plc,7.62,10.4,8.36,8.8,8.46,8.2,0.26,3.17%,"6,300.00",-
4-Jan-23,HAFR,Home Afrika Ltd,0.27,0.42,0.32,0.35,0.34,0.34,-,-,"9,800.00",-
4-Jan-23,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
4-Jan-23,OCH,Olympia Capital Holdings Ltd,2.58,4,2.96,2.96,2.96,2.96,-,-,100,-
4-Jan-23,TCL,Trans-Century Plc,0.29,0.72,0.93,1.01,0.95,0.99,-0.04,-4.04%,"5,600.00",-
4-Jan-23,NSE,Nairobi Securities Exchange Plc,5.22,6.8,6.72,6.8,6.8,6.8,-,-,"13,800.00",-
4-Jan-23,BOC,BOC Kenya Plc,67,96,70.75,70.75,70.75,70.75,-,-,-,-
4-Jan-23,BAT,British American Tobacco Kenya Plc,325,455,459.5,459.5,459.5,460,-0.5,-0.11%,300,-
4-Jan-23,CARB,Carbacid Investments Plc,14.05,24.5,12.05,12.6,12.3,11.95,0.35,2.93%,"14,300.00",-
4-Jan-23,EABL,East African Breweries Ltd,99,204,169,175,169,170,-1,-0.59%,"185,200.00",-
4-Jan-23,FTGH,Flame Tree Group Holdings Ltd,0.91,1.39,1.1,1.1,1.1,1.1,-,-,500,-
4-Jan-23,ORCH,Kenya Orchards Ltd,19,77,10.4,10.4,10.4,10.4,-,-,-,-
4-Jan-23,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
4-Jan-23,UNGA,Unga Group Ltd,11.05,18.45,32,32,32,32,-,-,-,-
4-Jan-23,SCOM,Safaricom Plc,12.15,21.15,23.8,24,23.9,24.05,-0.15,-0.62%,"1,882,800.00",-
4-Jan-23,GLD,ABSA NewGold ETF,"2,625.00","3,330.00","2,165.00","2,165.00","2,165.00","2,165.00",-,-,-,-
4-Jan-23,^N20I,NSE 20-Share Index,"1,416.32","1,942.74","1,685.71","1,685.71","1,685.71","1,675.40",10.31,0.62%,-,-
4-Jan-23,^N25I,NSE 25-Share Index,"2,281.58","3,205.82","3,129.56","3,129.56","3,129.56","3,138.24",-8.68,-0.28%,-,-
4-Jan-23,^NASI,NSE All-Share Index,86.41,119.33,126.94,126.94,126.94,127.34,-0.4,-0.31%,-,-
4-Jan-23,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,497.80","2,397.65","2,015.07","2,015.07","2,015.07","2,018.67",-3.6,-0.18%,-,-
4-Jan-23,^ZKEQTU,Zamara Kenya Equity Index (USD),818.46,"1,599.72","1,405.97","1,405.97","1,405.97","1,407.35",-1.38,-0.10%,-,-
5-Jan-23,EGAD,Eaagads Ltd,10.35,14.5,10.55,10.55,10.55,10.55,-,-,-,-
5-Jan-23,KUKZ,Kakuzi Plc,342,440,385,385,385,385,-,-,-,-
5-Jan-23,KAPC,Kapchorua Tea Kenya Plc,207,280,104.25,104.25,104.25,115.75,-11.5,-9.94%,700,-
5-Jan-23,LIMT,Limuru Tea Plc,365,380,420,420,420,420,-,-,-,-
5-Jan-23,SASN,Sasini Plc,15.1,22,22,22.5,22.4,22.45,-0.05,-0.22%,"4,800.00",-
5-Jan-23,WTK,Williamson Tea Kenya Plc,193.5,290,151,160,154.75,160,-5.25,-3.28%,700,-
5-Jan-23,CGEN,Car and General (K) Ltd,17.95,31.8,47,48.75,48.2,49,-0.8,-1.63%,"1,300.00",-
5-Jan-23,ABSA,ABSA Bank Kenya Plc,10.55,16.7,12,12.2,12.05,12.1,-0.05,-0.41%,"2,830,100.00",-
5-Jan-23,BKG,BK Group Plc,30,37,30,30,30,30.05,-0.05,-0.17%,"30,800.00",-
5-Jan-23,COOP,Co-operative Bank of Kenya Ltd,10.1,15.2,12.1,12.45,12.25,12.1,0.15,1.24%,"154,500.00",-
5-Jan-23,DTK,Diamond Trust Bank Kenya Ltd,43.05,56,50,51.75,51.25,51,0.25,0.49%,700,-
5-Jan-23,EQTY,Equity Group Holdings Plc,33.6,51,45.2,46,45.35,45.15,0.2,0.44%,"1,600,500.00",-
5-Jan-23,HFCK,HF Group Ltd,3.02,4.9,3.08,3.2,3.12,3.06,0.06,1.96%,"60,900.00",-
5-Jan-23,IMH,I & M Holdings Plc,17,35,17.1,17.15,17.15,17.05,0.1,0.59%,"4,200.00",-
5-Jan-23,KCB,KCB Group Plc,15.75,40,38.15,39,38.35,38.2,0.15,0.39%,"20,100.00",-
5-Jan-23,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
5-Jan-23,NCBA,NCBA Group Plc,34.05,47,38,39,38.6,38.8,-0.2,-0.52%,"20,800.00",-
5-Jan-23,SBIC,Stanbic Holdings Plc,100,134,100,108,102.25,102,0.25,0.25%,"1,200.00",-
5-Jan-23,SCBK,Standard Chartered Bank Kenya Ltd,148,236,147.5,149.75,148.75,149.25,-0.5,-0.34%,"38,100.00",-
5-Jan-23,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
5-Jan-23,EVRD,Eveready East Africa Ltd,0.97,1.65,0.69,0.74,0.71,0.69,0.02,2.90%,"3,900.00",-
5-Jan-23,XPRS,Express Kenya Plc,2.74,3.99,5,5,5,4.87,0.13,2.67%,500,-
5-Jan-23,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
5-Jan-23,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
5-Jan-23,LKL,Longhorn Publishers Plc,2.02,2.65,3.2,3.2,3.2,3,0.2,6.67%,200,-
5-Jan-23,NBV,Nairobi Business Ventures Ltd,1.85,2.9,4,4.35,4.32,3.97,0.35,8.82%,"162,500.00",-
5-Jan-23,NMG,Nation Media Group Plc,14,22.4,15.8,16.4,16.35,15.9,0.45,2.83%,"10,400.00",-
5-Jan-23,SMER,Sameer Africa Plc,1.87,2.75,2.12,2.12,2.12,2.13,-0.01,-0.47%,300,-
5-Jan-23,SGL,Standard Group Plc,4.86,9,8.5,9.5,8.74,9.42,-0.68,-7.22%,800,-
5-Jan-23,TPSE,TPS Eastern Africa (Serena) Ltd,11,20.15,13,13,13,13,-,-,900,-
5-Jan-23,UCHM,Uchumi Supermarket Plc,0.16,0.23,0.22,0.24,0.23,0.23,-,-,"11,600.00",-
5-Jan-23,SCAN,WPP ScanGroup Plc,1.86,2.94,3,3.2,3.03,3,0.03,1.00%,"6,100.00",-
5-Jan-23,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
5-Jan-23,BAMB,Bamburi Cement Ltd,22.5,84,31.2,31.5,31.3,31.15,0.15,0.48%,"1,000.00",-
5-Jan-23,CRWN,Crown Paints Kenya Plc,29,40.05,38,38,38,40,-2,-5.00%,200,-
5-Jan-23,CABL,East African Cables Plc,0.79,1.11,0.85,0.86,0.86,0.86,-,-,"3,100.00",-
5-Jan-23,PORT,East African Portland Cement Ltd,4.38,55.75,7.46,7.46,7.46,6.8,0.66,9.71%,100,-
5-Jan-23,KEGN,Kenya Electricity Generating Company Plc,1.94,4.6,3.2,3.29,3.26,3.26,-,-,"72,700.00",-
5-Jan-23,KPLC-P4,KPLC-P4,4,4.11,4.11,4.11,4.11,4.11,-,-,-,-
5-Jan-23,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
5-Jan-23,KPLC,Kenya Power and Lighting Company Plc,1.3,6,1.65,1.75,1.69,1.67,0.02,1.20%,"507,300.00",-
5-Jan-23,TOTL,TotalEnergies Marketing Kenya Plc,14.55,25,21.3,23.3,21.85,23.65,-1.8,-7.61%,"2,000.00",-
5-Jan-23,UMME,Umeme Ltd,13,17.9,7.44,7.5,7.5,7.5,-,-,"18,600.00",-
5-Jan-23,BRIT,Britam Holdings Plc,4.25,6.5,4.8,5.5,5.26,5.14,0.12,2.33%,"152,600.00",-
5-Jan-23,CIC,CIC Insurance Group Ltd,1.93,2.5,1.91,2,1.95,1.97,-0.02,-1.02%,"28,800.00",-
5-Jan-23,JUB,Jubilee Holdings Ltd,150,202,190,199.5,191,193.25,-2.25,-1.16%,900,-
5-Jan-23,KNRE,Kenya Re-Insurance Corporation Ltd,1,3,1.84,1.96,1.88,1.86,0.02,1.08%,"30,600.00",-
5-Jan-23,LBTY,Liberty Kenya Holdings Ltd,3.5,8.24,4.59,4.59,4.59,4.59,-,-,-,-
5-Jan-23,SLAM,Sanlam Kenya Plc,5.5,7.7,7.8,8.64,7.94,8.64,-0.7,-8.10%,"2,300.00",-
5-Jan-23,CTUM,Centum Investment Company Plc,7.62,10.4,8.5,8.8,8.5,8.46,0.04,0.47%,"24,700.00",-
5-Jan-23,HAFR,Home Afrika Ltd,0.27,0.42,0.35,0.35,0.35,0.34,0.01,2.94%,"8,700.00",-
5-Jan-23,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
5-Jan-23,OCH,Olympia Capital Holdings Ltd,2.58,4,2.96,3,2.98,2.96,0.02,0.68%,200,-
5-Jan-23,TCL,Trans-Century Plc,0.29,0.72,1.01,1.04,1.04,0.95,0.09,9.47%,"1,200.00",-
5-Jan-23,NSE,Nairobi Securities Exchange Plc,5.22,6.8,6.7,7,6.96,6.8,0.16,2.35%,"82,700.00",-
5-Jan-23,BOC,BOC Kenya Plc,67,96,71,71,71,70.75,0.25,0.35%,700,-
5-Jan-23,BAT,British American Tobacco Kenya Plc,325,455,459.5,460,459.75,459.5,0.25,0.05%,300,-
5-Jan-23,CARB,Carbacid Investments Plc,14.05,24.5,12.3,12.5,12.4,12.3,0.1,0.81%,"13,600.00",-
5-Jan-23,EABL,East African Breweries Ltd,99,204,170.75,175,174.25,169,5.25,3.11%,"5,800.00",-
5-Jan-23,FTGH,Flame Tree Group Holdings Ltd,0.91,1.39,1.1,1.1,1.1,1.1,-,-,500,-
5-Jan-23,ORCH,Kenya Orchards Ltd,19,77,10.4,10.4,10.4,10.4,-,-,-,-
5-Jan-23,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
5-Jan-23,UNGA,Unga Group Ltd,11.05,18.45,32,32,32,32,-,-,-,-
5-Jan-23,SCOM,Safaricom Plc,12.15,21.15,23.8,24,23.9,23.9,-,-,"279,300.00",-
5-Jan-23,GLD,ABSA NewGold ETF,"2,625.00","3,330.00","2,165.00","2,165.00","2,165.00","2,165.00",-,-,-,-
5-Jan-23,^N20I,NSE 20-Share Index,"1,416.32","1,942.74","1,699.48","1,699.48","1,699.48","1,685.71",13.77,0.82%,-,-
5-Jan-23,^N25I,NSE 25-Share Index,"2,281.58","3,205.82","3,146.09","3,146.09","3,146.09","3,129.56",16.53,0.53%,-,-
5-Jan-23,^NASI,NSE All-Share Index,86.41,119.33,127.32,127.32,127.32,126.94,0.38,0.30%,-,-
5-Jan-23,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,497.80","2,397.65","2,032.74","2,032.74","2,032.74","2,015.07",17.67,0.88%,-,-
5-Jan-23,^ZKEQTU,Zamara Kenya Equity Index (USD),818.46,"1,599.72","1,416.01","1,416.01","1,416.01","1,405.97",10.04,0.71%,-,-
6-Jan-23,EGAD,Eaagads Ltd,10.35,14.5,10.55,10.55,10.55,10.55,-,-,-,-
6-Jan-23,KUKZ,Kakuzi Plc,342,440,385,385,385,385,-,-,-,-
6-Jan-23,KAPC,Kapchorua Tea Kenya Plc,207,280,104.25,104.25,104.25,104.25,-,-,-,-
6-Jan-23,LIMT,Limuru Tea Plc,365,380,420,420,420,420,-,-,-,-
6-Jan-23,SASN,Sasini Plc,15.1,22,21.7,22.5,21.95,22.4,-0.45,-2.01%,300,-
6-Jan-23,WTK,Williamson Tea Kenya Plc,193.5,290,160,160,160,154.75,5.25,3.39%,200,-
6-Jan-23,CGEN,Car and General (K) Ltd,17.95,31.8,47,47,47,48.2,-1.2,-2.49%,500,-
6-Jan-23,ABSA,ABSA Bank Kenya Plc,10.55,16.7,12.05,12.25,12.05,12.05,-,-,"6,611,900.00",-
6-Jan-23,BKG,BK Group Plc,30,37,30,30,30,30,-,-,-,-
6-Jan-23,COOP,Co-operative Bank of Kenya Ltd,10.1,15.2,12.1,12.8,12.4,12.25,0.15,1.22%,"61,800.00",-
6-Jan-23,DTK,Diamond Trust Bank Kenya Ltd,43.05,56,51,52.5,52,51.25,0.75,1.46%,"7,100.00",-
6-Jan-23,EQTY,Equity Group Holdings Plc,33.6,51,45.2,46,45.55,45.35,0.2,0.44%,"19,300.00",-
6-Jan-23,HFCK,HF Group Ltd,3.02,4.9,3.1,3.2,3.1,3.12,-0.02,-0.64%,"12,500.00",-
6-Jan-23,IMH,I & M Holdings Plc,17,35,17.1,17.5,17.4,17.15,0.25,1.46%,"19,100.00",-
