Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
3-Jan-22,UCHM,Uchumi Supermarket Plc,0.17,0.29,0.22,0.26,0.23,0.24,-0.01,4.17%,"391,100",-
3-Jan-22,SCAN,WPP ScanGroup Plc,3.5,6.36,4.1,4.19,4.1,4.14,-0.04,0.97%,"609,200",-
3-Jan-22,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
3-Jan-22,BAMB,Bamburi Cement Ltd,33,42,38,38.45,38.2,38,0.2,0.53%,"6,200",-
3-Jan-22,CRWN,Crown Paints Kenya Plc,19.05,42.8,30.5,30.5,30.5,30.5,-,-,-,-
3-Jan-22,CABL,East African Cables Ltd,0.9,1.62,1.18,1.32,1.23,1.2,0.03,2.50%,"2,200",-
3-Jan-22,PORT,East African Portland Cement Ltd,6,9.54,6.5,6.5,6.5,6.66,-0.16,2.40%,100,-
3-Jan-22,KEGN,Kenya Electricity Generating Company Plc,3.49,5.1,4.18,4.28,4.19,4.19,-,-,"345,700",-
3-Jan-22,KPLC-P4,KPLC-P4,4.1,4.53,4.53,4.53,4.53,4.53,-,-,-,-
3-Jan-22,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
3-Jan-22,KPLC,Kenya Power and Lighting Company Plc,1.29,2.45,1.69,1.8,1.74,1.75,-0.01,0.57%,"1,400,200",-
3-Jan-22,TOTL,Total Kenya Ltd,22.05,27.5,24,25,24.5,25,-0.5,2.00%,400,-
3-Jan-22,UMME,Umeme Ltd,5.4,8.48,6.74,6.74,6.74,6.74,-,-,-,-
3-Jan-22,BRIT,Britam Holdings Plc,6,8.78,7.5,7.7,7.56,7.5,0.06,0.80%,"14,100",-
3-Jan-22,CIC,CIC Insurance Group Ltd,1.94,3.5,2.1,2.24,2.17,2.21,-0.04,1.81%,"31,600",-
3-Jan-22,JUB,Jubilee Holdings Ltd,248,392,316.75,316.75,316.75,316.75,-,-,-,-
3-Jan-22,KNRE,Kenya Re-Insurance Corporation Ltd,2.04,2.8,2.22,2.33,2.29,2.3,-0.01,0.43%,"24,200",-
3-Jan-22,LBTY,Liberty Kenya Holdings Ltd,5.24,10.3,7,7.1,7.06,7,0.06,0.86%,"1,000",-
3-Jan-22,SLAM,Sanlam Kenya Plc,9,15,11.55,11.55,11.55,11.55,-,-,-,-
3-Jan-22,CTUM,Centum Investment Company Plc,11.6,18,14.5,14.8,14.65,14.1,0.55,3.90%,"4,200",-
3-Jan-22,HAFR,Home Afrika Ltd,0.3,0.47,0.4,0.42,0.4,0.4,-,-,"7,300",-
3-Jan-22,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
3-Jan-22,OCH,Olympia Capital Holdings Ltd,1.63,2.25,1.9,1.92,1.9,2,-0.1,5.00%,"2,200",-
3-Jan-22,TCL,Trans-Century Plc,1,1.66,1.17,1.28,1.2,1.17,0.03,2.56%,400,-
3-Jan-22,NSE,Nairobi Securities Exchange Plc,6.9,10.9,8,8.44,8,8,-,-,"87,600",-
3-Jan-22,BOC,BOC Kenya Plc,61,98,70,70,70,70,-,-,-,-
3-Jan-22,BAT,British American Tobacco Kenya Plc,420,512,440,440,440,441.5,-1.5,0.34%,300,-
3-Jan-22,CARB,Carbacid Investments Plc,10,13.5,10.8,11,10.9,11,-0.1,0.91%,"2,400",-
3-Jan-22,EABL,East African Breweries Ltd,143.5,194,156,168,165.5,165,0.5,0.30%,"1,000",-
3-Jan-22,FTGH,Flame Tree Group Holdings Ltd,1.1,1.45,1.25,1.3,1.25,1.26,-0.01,0.79%,"34,400",-
3-Jan-22,ORCH,Kenya Orchards Ltd,10.4,10.4,10.4,10.4,10.4,10.4,-,-,-,-
3-Jan-22,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
3-Jan-22,UNGA,Unga Group Ltd,26.1,36.4,27.65,27.65,27.65,27.65,-,-,-,-
3-Jan-22,SCOM,Safaricom Plc,33.25,45.25,37.8,38.65,38.15,37.95,0.2,0.53%,"9,414,200",-
3-Jan-22,FAHR,Stanlib Fahari Income-REIT,5.5,7.48,6.4,6.7,6.42,6.26,0.16,2.56%,"4,300",-
3-Jan-22,GLD,ABSA NewGold ETF,"1,780.00","2,135.00","1,880.00","1,880.00","1,880.00","1,880.00",-,-,-,-
4-Jan-22,EGAD,Eaagads Ltd,10,15,12.85,12.85,12.85,13.5,-0.65,4.81%,600,-
4-Jan-22,KUKZ,Kakuzi Plc,355,427,385,385,385,385,-,-,-,-
4-Jan-22,KAPC,Kapchorua Tea Kenya Plc,80,101,90,90,90,99.5,-9.5,9.55%,100,-
4-Jan-22,LIMT,Limuru Tea Plc,260,360,320,320,320,320,-,-,-,-
4-Jan-22,SASN,Sasini Plc,16.75,22.6,18.7,18.7,18.7,18.7,-,-,-,-
4-Jan-22,WTK,Williamson Tea Kenya Plc,125,154.75,132,132,132,132,-,-,-,-
4-Jan-22,CGEN,Car and General (K) Ltd,10,70,33.95,33.95,33.95,33.95,-,-,-,16.98
4-Jan-22,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.7,11.85,11.8,11.75,0.05,0.43%,"86,600",-
4-Jan-22,BKG,BK Group Plc,24.3,40,27,27,27,29,-2,6.90%,100,-
4-Jan-22,COOP,Co-operative Bank of Kenya Ltd,11.5,14,12.9,13.45,12.95,13,-0.05,0.38%,"53,000",-
4-Jan-22,DTK,Diamond Trust Bank Kenya Ltd,54,69,59.75,59.75,59.75,59.5,0.25,0.42%,"23,400",-
4-Jan-22,EQTY,Equity Group Holdings Plc,39,55,53,53.5,53.25,52.75,0.5,0.95%,"2,160,700",-
4-Jan-22,HFCK,HF Group Ltd,2.8,5.2,3.85,3.98,3.9,3.8,0.1,2.63%,"59,300",-
4-Jan-22,IMH,I & M Holdings Plc,18,26,21.35,21.5,21.45,21.4,0.05,0.23%,"34,400",-
4-Jan-22,KCB,KCB Group Plc,37,50.75,45,45.7,45.05,45.55,-0.5,1.10%,"1,621,900",-
4-Jan-22,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
4-Jan-22,NCBA,NCBA Group Plc,23,29,25.45,26,25.45,25.45,-,-,"31,100",-
4-Jan-22,SBIC,Stanbic Holdings Plc,78,106,87,87,87,87,-,-,-,-
4-Jan-22,SCBK,Standard Chartered Bank Kenya Ltd,123,148.75,130,132,130.25,130,0.25,0.19%,"75,300",-
4-Jan-22,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
4-Jan-22,EVRD,Eveready East Africa Ltd,0.77,1.27,0.97,1.05,1,1.05,-0.05,4.76%,"1,400",-
4-Jan-22,XPRS,Express Kenya Plc,3.16,4.9,4.1,4.1,4.1,4.1,-,-,-,-
4-Jan-22,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
4-Jan-22,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
4-Jan-22,LKL,Longhorn Publishers Plc,3.26,4.6,3.96,4,3.99,3.97,0.02,0.50%,"1,700",-
4-Jan-22,NBV,Nairobi Business Ventures Ltd,3.6,13.8,5.12,5.6,5.14,5.68,-0.54,9.51%,"133,200",-
4-Jan-22,NMG,Nation Media Group Plc,14.2,26.5,20,20,20,19.75,0.25,1.27%,900,-
4-Jan-22,SMER,Sameer Africa Plc,2.18,4,2.6,2.82,2.8,2.85,-0.05,1.75%,"1,300",-
4-Jan-22,SGL,Standard Group Plc,11.9,20,13.55,13.55,13.55,13.55,-,-,-,-
4-Jan-22,TPSE,TPS Eastern Africa (Serena) Ltd,10.5,17,15.25,15.25,15.25,15.25,-,-,-,-
4-Jan-22,UCHM,Uchumi Supermarket Plc,0.17,0.29,0.22,0.24,0.22,0.23,-0.01,4.35%,"32,300",-
4-Jan-22,SCAN,WPP ScanGroup Plc,3.5,6.36,4,4.2,4.1,4.1,-,-,"448,500",-
4-Jan-22,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
4-Jan-22,BAMB,Bamburi Cement Ltd,33,42,37.5,38,37.75,38.2,-0.45,1.18%,"19,700",-
4-Jan-22,CRWN,Crown Paints Kenya Plc,19.05,42.8,30.5,30.5,30.5,30.5,-,-,900,-
4-Jan-22,CABL,East African Cables Ltd,0.9,1.62,1.2,1.3,1.22,1.23,-0.01,0.81%,"7,500",-
4-Jan-22,PORT,East African Portland Cement Ltd,6,9.54,6.5,6.5,6.5,6.5,-,-,-,-
4-Jan-22,KEGN,Kenya Electricity Generating Company Plc,3.49,5.1,4.1,4.2,4.15,4.19,-0.04,0.95%,"38,600",-
4-Jan-22,KPLC-P4,KPLC-P4,4.1,4.53,4.53,4.53,4.53,4.53,-,-,-,-
4-Jan-22,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
4-Jan-22,KPLC,Kenya Power and Lighting Company Plc,1.29,2.45,1.72,1.75,1.74,1.74,-,-,"256,400",-
4-Jan-22,TOTL,Total Kenya Ltd,22.05,27.5,24.6,25,24.8,24.5,0.3,1.22%,900,-
4-Jan-22,UMME,Umeme Ltd,5.4,8.48,6.74,6.74,6.74,6.74,-,-,-,-
4-Jan-22,BRIT,Britam Holdings Plc,6,8.78,7.5,7.66,7.58,7.56,0.02,0.26%,"9,300",-
4-Jan-22,CIC,CIC Insurance Group Ltd,1.94,3.5,2.15,2.18,2.17,2.17,-,-,"22,800",-
4-Jan-22,JUB,Jubilee Holdings Ltd,248,392,316.75,316.75,316.75,316.75,-,-,-,-
4-Jan-22,KNRE,Kenya Re-Insurance Corporation Ltd,2.04,2.8,2.23,2.3,2.3,2.29,0.01,0.44%,"45,000",-
4-Jan-22,LBTY,Liberty Kenya Holdings Ltd,5.24,10.3,7.06,7.06,7.06,7.06,-,-,500,-
4-Jan-22,SLAM,Sanlam Kenya Plc,9,15,11.55,11.55,11.55,11.55,-,-,-,-
4-Jan-22,CTUM,Centum Investment Company Plc,11.6,18,14.8,14.8,14.8,14.65,0.15,1.02%,"10,000",-
4-Jan-22,HAFR,Home Afrika Ltd,0.3,0.47,0.37,0.4,0.37,0.4,-0.03,7.50%,"105,400",-
4-Jan-22,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
4-Jan-22,OCH,Olympia Capital Holdings Ltd,1.63,2.25,1.92,2,1.96,1.9,0.06,3.16%,800,-
4-Jan-22,TCL,Trans-Century Plc,1,1.66,1.32,1.32,1.32,1.2,0.12,10.00%,300,-
4-Jan-22,NSE,Nairobi Securities Exchange Plc,6.9,10.9,7.96,8.2,8,8,-,-,"34,100",-
4-Jan-22,BOC,BOC Kenya Plc,61,98,70,70,70,70,-,-,-,-
4-Jan-22,BAT,British American Tobacco Kenya Plc,420,512,440,440,440,440,-,-,300,-
4-Jan-22,CARB,Carbacid Investments Plc,10,13.5,10.8,10.8,10.8,10.9,-0.1,0.92%,"9,400",-
4-Jan-22,EABL,East African Breweries Ltd,143.5,194,165,165,165,165.5,-0.5,0.30%,"87,200",-
4-Jan-22,FTGH,Flame Tree Group Holdings Ltd,1.1,1.45,1.25,1.25,1.25,1.25,-,-,-,-
4-Jan-22,ORCH,Kenya Orchards Ltd,10.4,10.4,10.4,10.4,10.4,10.4,-,-,-,-
4-Jan-22,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
4-Jan-22,UNGA,Unga Group Ltd,26.1,36.4,27.65,27.65,27.65,27.65,-,-,-,-
4-Jan-22,SCOM,Safaricom Plc,33.25,45.25,38.65,39.5,39.05,38.15,0.9,2.36%,"4,115,300",-
4-Jan-22,FAHR,Stanlib Fahari Income-REIT,5.5,7.48,6.26,6.5,6.32,6.42,-0.1,1.56%,"16,100",-
4-Jan-22,GLD,ABSA NewGold ETF,"1,780.00","2,135.00","1,880.00","1,880.00","1,880.00","1,880.00",-,-,-,-
5-Jan-22,EGAD,Eaagads Ltd,10,15,12.85,12.85,12.85,12.85,-,-,-,-
5-Jan-22,KUKZ,Kakuzi Plc,355,427,420,420,420,385,35,9.09%,100,-
5-Jan-22,KAPC,Kapchorua Tea Kenya Plc,80,101,90,90,90,90,-,-,-,-
5-Jan-22,LIMT,Limuru Tea Plc,260,360,320,320,320,320,-,-,-,-
5-Jan-22,SASN,Sasini Plc,16.75,22.6,18.7,20,19.95,18.7,1.25,6.68%,"2,100",-
5-Jan-22,WTK,Williamson Tea Kenya Plc,125,154.75,130,135,130.75,132,-1.25,0.95%,"1,900",-
5-Jan-22,CGEN,Car and General (K) Ltd,10,70,30.6,30.6,30.6,33.95,-3.35,9.87%,200,15.3
5-Jan-22,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.6,11.8,11.75,11.8,-0.05,0.42%,"72,800",-
5-Jan-22,BKG,BK Group Plc,24.3,40,29.2,29.6,29.5,27,2.5,9.26%,"9,900",-
5-Jan-22,COOP,Co-operative Bank of Kenya Ltd,11.5,14,12.9,13.45,13,12.95,0.05,0.39%,"84,600",-
5-Jan-22,DTK,Diamond Trust Bank Kenya Ltd,54,69,59.75,59.75,59.75,59.75,-,-,500,-
5-Jan-22,EQTY,Equity Group Holdings Plc,39,55,53,53.25,53,53.25,-0.25,0.47%,"658,900",-
5-Jan-22,HFCK,HF Group Ltd,2.8,5.2,3.75,3.9,3.81,3.9,-0.09,2.31%,"99,500",-
5-Jan-22,IMH,I & M Holdings Plc,18,26,21.35,21.5,21.45,21.45,-,-,"85,100",-
5-Jan-22,KCB,KCB Group Plc,37,50.75,45.3,46,45.5,45.05,0.45,1.00%,"610,500",-
5-Jan-22,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
5-Jan-22,NCBA,NCBA Group Plc,23,29,25.5,26,25.55,25.45,0.1,0.39%,"18,600",-
5-Jan-22,SBIC,Stanbic Holdings Plc,78,106,87,87,87,87,-,-,"2,700",-
5-Jan-22,SCBK,Standard Chartered Bank Kenya Ltd,123,148.75,129.5,130,130,130.25,-0.25,0.19%,"14,500",-
5-Jan-22,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
5-Jan-22,EVRD,Eveready East Africa Ltd,0.77,1.27,0.95,1.05,0.99,1,-0.01,1.00%,"2,200",-
5-Jan-22,XPRS,Express Kenya Plc,3.16,4.9,4.1,4.1,4.1,4.1,-,-,200,-
5-Jan-22,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
5-Jan-22,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
5-Jan-22,LKL,Longhorn Publishers Plc,3.26,4.6,3.96,4,4,3.99,0.01,0.25%,900,-
5-Jan-22,NBV,Nairobi Business Ventures Ltd,3.6,13.8,4.75,5.58,5.06,5.14,-0.08,1.56%,"194,400",-
5-Jan-22,NMG,Nation Media Group Plc,14.2,26.5,18.5,20,19.4,20,-0.6,3.00%,"6,600",-
5-Jan-22,SMER,Sameer Africa Plc,2.18,4,2.58,2.83,2.8,2.8,-,-,"1,800",-
5-Jan-22,SGL,Standard Group Plc,11.9,20,13.55,13.55,13.55,13.55,-,-,-,-
5-Jan-22,TPSE,TPS Eastern Africa (Serena) Ltd,10.5,17,15.25,15.25,15.25,15.25,-,-,-,-
5-Jan-22,UCHM,Uchumi Supermarket Plc,0.17,0.29,0.21,0.24,0.23,0.22,0.01,4.55%,"24,300",-
5-Jan-22,SCAN,WPP ScanGroup Plc,3.5,6.36,4.15,4.2,4.16,4.1,0.06,1.46%,"16,400",-
5-Jan-22,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
5-Jan-22,BAMB,Bamburi Cement Ltd,33,42,37,38.1,37.95,37.75,0.2,0.53%,"22,500",-
5-Jan-22,CRWN,Crown Paints Kenya Plc,19.05,42.8,30.5,30.5,30.5,30.5,-,-,-,-
5-Jan-22,CABL,East African Cables Ltd,0.9,1.62,1.19,1.28,1.22,1.22,-,-,"21,400",-
5-Jan-22,PORT,East African Portland Cement Ltd,6,9.54,6.5,7.1,6.9,6.5,0.4,6.15%,300,-
5-Jan-22,KEGN,Kenya Electricity Generating Company Plc,3.49,5.1,4.06,4.2,4.16,4.15,0.01,0.24%,"82,000",-
5-Jan-22,KPLC-P4,KPLC-P4,4.1,4.53,4.53,4.53,4.53,4.53,-,-,-,-
5-Jan-22,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
5-Jan-22,KPLC,Kenya Power and Lighting Company Plc,1.29,2.45,1.7,1.79,1.71,1.74,-0.03,1.72%,"428,700",-
5-Jan-22,TOTL,Total Kenya Ltd,22.05,27.5,24.6,25,24.7,24.8,-0.1,0.40%,"3,900",-
5-Jan-22,UMME,Umeme Ltd,5.4,8.48,6.74,6.74,6.74,6.74,-,-,-,-
5-Jan-22,BRIT,Britam Holdings Plc,6,8.78,7.42,7.66,7.5,7.58,-0.08,1.06%,"5,800",-
5-Jan-22,CIC,CIC Insurance Group Ltd,1.94,3.5,2.1,2.18,2.1,2.17,-0.07,3.23%,"1,144,600",-
5-Jan-22,JUB,Jubilee Holdings Ltd,248,392,316.75,316.75,316.75,316.75,-,-,-,-
5-Jan-22,KNRE,Kenya Re-Insurance Corporation Ltd,2.04,2.8,2.28,2.35,2.3,2.3,-,-,"24,100",-
5-Jan-22,LBTY,Liberty Kenya Holdings Ltd,5.24,10.3,6.8,7.06,7.04,7.06,-0.02,0.28%,"10,900",-
5-Jan-22,SLAM,Sanlam Kenya Plc,9,15,11.55,11.55,11.55,11.55,-,-,-,-
5-Jan-22,CTUM,Centum Investment Company Plc,11.6,18,14.45,14.8,14.6,14.8,-0.2,1.35%,"40,500",-
5-Jan-22,HAFR,Home Afrika Ltd,0.3,0.47,0.37,0.4,0.39,0.37,0.02,5.41%,"47,800",-
5-Jan-22,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
5-Jan-22,OCH,Olympia Capital Holdings Ltd,1.63,2.25,1.96,2,1.97,1.96,0.01,0.51%,600,-
5-Jan-22,TCL,Trans-Century Plc,1,1.66,1.2,1.32,1.29,1.32,-0.03,2.27%,400,-
5-Jan-22,NSE,Nairobi Securities Exchange Plc,6.9,10.9,8,8.2,8.12,8,0.12,1.50%,"30,200",-
5-Jan-22,BOC,BOC Kenya Plc,61,98,70,70,70,70,-,-,-,-
5-Jan-22,BAT,British American Tobacco Kenya Plc,420,512,442,442,442,440,2,0.45%,400,-
5-Jan-22,CARB,Carbacid Investments Plc,10,13.5,10.8,11,10.9,10.8,0.1,0.93%,700,-
5-Jan-22,EABL,East African Breweries Ltd,143.5,194,160,165,163.75,165,-1.25,0.76%,900,-
5-Jan-22,FTGH,Flame Tree Group Holdings Ltd,1.1,1.45,1.25,1.3,1.26,1.25,0.01,0.80%,"3,600",-
5-Jan-22,ORCH,Kenya Orchards Ltd,10.4,10.4,10.4,10.4,10.4,10.4,-,-,-,-
5-Jan-22,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
5-Jan-22,UNGA,Unga Group Ltd,26.1,36.4,27.65,27.65,27.65,27.65,-,-,-,-
5-Jan-22,SCOM,Safaricom Plc,33.25,45.25,39,40,39.55,39.05,0.5,1.28%,"6,747,300",-
5-Jan-22,FAHR,Stanlib Fahari Income-REIT,5.5,7.48,5.9,6.6,6.02,6.32,-0.3,4.75%,"62,900",-
5-Jan-22,GLD,ABSA NewGold ETF,"1,780.00","2,135.00","1,880.00","1,880.00","1,880.00","1,880.00",-,-,-,-
6-Jan-22,EGAD,Eaagads Ltd,10,15,13.8,13.8,13.8,12.85,0.95,7.39%,100,-
6-Jan-22,KUKZ,Kakuzi Plc,355,427,420,420,420,420,-,-,-,-
6-Jan-22,KAPC,Kapchorua Tea Kenya Plc,80,101,90,90,90,90,-,-,200,-
6-Jan-22,LIMT,Limuru Tea Plc,260,360,320,320,320,320,-,-,-,-
6-Jan-22,SASN,Sasini Plc,16.75,22.6,20,21,20.25,19.95,0.3,1.50%,"2,600",-
6-Jan-22,WTK,Williamson Tea Kenya Plc,125,154.75,130.75,130.75,130.75,130.75,-,-,-,-
6-Jan-22,CGEN,Car and General (K) Ltd,10,70,33.65,34,33.7,30.6,3.1,10.13%,800,16.85
6-Jan-22,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.7,11.9,11.8,11.75,0.05,0.43%,"128,900",-
6-Jan-22,BKG,BK Group Plc,24.3,40,29,30,29.3,29.5,-0.2,0.68%,"7,200",-
6-Jan-22,COOP,Co-operative Bank of Kenya Ltd,11.5,14,12.85,13.45,13,13,-,-,"88,800",-
6-Jan-22,DTK,Diamond Trust Bank Kenya Ltd,54,69,60,60,60,59.75,0.25,0.42%,"1,200",-
6-Jan-22,EQTY,Equity Group Holdings Plc,39,55,53,53.25,53,53,-,-,"243,200",-
6-Jan-22,HFCK,HF Group Ltd,2.8,5.2,3.85,3.9,3.89,3.81,0.08,2.10%,"7,100",-
6-Jan-22,IMH,I & M Holdings Plc,18,26,21.35,21.5,21.45,21.45,-,-,"20,500",-
6-Jan-22,KCB,KCB Group Plc,37,50.75,45.2,46.5,45.9,45.5,0.4,0.88%,"67,300",-
6-Jan-22,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
6-Jan-22,NCBA,NCBA Group Plc,23,29,25.5,26.3,25.9,25.55,0.35,1.37%,"20,700",-
6-Jan-22,SBIC,Stanbic Holdings Plc,78,106,87,87,87,87,-,-,900,-
6-Jan-22,SCBK,Standard Chartered Bank Kenya Ltd,123,148.75,130,133,130.75,130,0.75,0.58%,"9,100",-
6-Jan-22,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
6-Jan-22,EVRD,Eveready East Africa Ltd,0.77,1.27,0.9,1,0.99,0.99,-,-,"4,500",-
6-Jan-22,XPRS,Express Kenya Plc,3.16,4.9,4.1,4.1,4.1,4.1,-,-,-,-
6-Jan-22,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
6-Jan-22,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
6-Jan-22,LKL,Longhorn Publishers Plc,3.26,4.6,4,4,4,4,-,-,-,-
6-Jan-22,NBV,Nairobi Business Ventures Ltd,3.6,13.8,4.75,5.44,4.89,5.06,-0.17,3.36%,"218,500",-
6-Jan-22,NMG,Nation Media Group Plc,14.2,26.5,19.9,19.95,19.9,19.4,0.5,2.58%,"3,100",-
6-Jan-22,SMER,Sameer Africa Plc,2.18,4,2.8,2.8,2.8,2.8,-,-,-,-
6-Jan-22,SGL,Standard Group Plc,11.9,20,14.9,14.9,14.9,13.55,1.35,9.96%,100,-
6-Jan-22,TPSE,TPS Eastern Africa (Serena) Ltd,10.5,17,15.25,15.25,15.25,15.25,-,-,-,-
6-Jan-22,UCHM,Uchumi Supermarket Plc,0.17,0.29,0.22,0.23,0.23,0.23,-,-,"41,200",-
6-Jan-22,SCAN,WPP ScanGroup Plc,3.5,6.36,4.1,4.2,4.12,4.16,-0.04,0.96%,"62,800",-
6-Jan-22,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
6-Jan-22,BAMB,Bamburi Cement Ltd,33,42,37.5,38,37.85,37.95,-0.1,0.26%,"44,600",-
6-Jan-22,CRWN,Crown Paints Kenya Plc,19.05,42.8,30.5,33.45,30.75,30.5,0.25,0.82%,"1,100",-
6-Jan-22,CABL,East African Cables Ltd,0.9,1.62,1.25,1.28,1.27,1.22,0.05,4.10%,"2,400",-
6-Jan-22,PORT,East African Portland Cement Ltd,6,9.54,7,7.2,7.02,6.9,0.12,1.74%,"1,000",-
