DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
03-Jan-17,ARM,ARM Cement Plc,5.55,5.55,23.25,25.75,23.5,25.5,-2,7.84%,700,-
03-Jan-17,BAMB,Bamburi Cement Ltd,26,120,160,160,160,160,-,-,"1,900",-
03-Jan-17,CRWN,Crown Paints Kenya Plc,45,85,42,42,42,42,-,-,-,-
03-Jan-17,CABL,East African Cables Ltd,1.44,3.98,5.95,6,5.95,5.95,-,-,"2,900",-
03-Jan-17,PORT,East African Portland Cement Ltd,12.6,18.5,23.5,23.5,23.5,23.5,-,-,-,-
03-Jan-17,KENO,KenolKobil Ltd,12.8,23,14.2,15,14.95,14.9,0.05,0.34%,"1,552,900",-
03-Jan-17,KEGN,Kenya Electricity Generating Company Plc,4,6.5,5.7,5.85,5.75,5.8,-0.05,0.86%,"82,500",-
03-Jan-17,KPLC-P4,KPLC-P4,5,5,5.5,5.5,5.5,5.5,-,-,-,-
03-Jan-17,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
03-Jan-17,KPLC,Kenya Power and Lighting Company Plc,1.63,4.15,7.85,8.4,8,8.1,-0.1,1.23%,"25,500",-
03-Jan-17,TOTL,Total Kenya Ltd,22,30,17,17.5,17.05,17,0.05,0.29%,"4,500",-
03-Jan-17,UMME,Umeme Ltd,5.68,8.6,13,13,13,13.5,-0.5,3.70%,100,-
03-Jan-17,BRIT,Britam Holdings Plc,5.7,10.65,10.5,13.9,12.6,9.95,2.65,26.63%,"93,700",-
03-Jan-17,CIC,CIC Insurance Group Ltd,2,3.65,3.8,4,3.95,3.8,0.15,3.95%,"78,200",-
03-Jan-17,JUB,Jubilee Holdings Ltd,225,380.5,490,490,490,490,-,-,900,445.45
03-Jan-17,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,21.75,23,22.7,22.5,0.2,0.89%,"58,900",5.68
03-Jan-17,LBTY,Liberty Kenya Holdings Ltd,6.8,11,13.1,13.5,13.45,13.15,0.3,2.28%,"1,393,600",-
03-Jan-17,SLAM,Sanlam Kenya Plc,12.8,20,27.75,27.75,27.75,27.5,0.25,0.91%,100,-
03-Jan-17,CTUM,Centum Investment Company Plc,19.6,33.5,35,38.5,37.8,37.05,0.75,2.02%,"44,700",-
03-Jan-17,HAFR,Home Afrika Ltd,0.3,0.69,1.2,1.3,1.2,1.2,-,-,"30,500",-
03-Jan-17,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
03-Jan-17,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.85,2.85,2.85,2.85,-,-,"7,800",-
03-Jan-17,TCL,Trans-Century Plc,1.42,4.03,7.3,7.4,7.35,6.8,0.55,8.09%,"1,900",-
03-Jan-17,NSE,Nairobi Securities Exchange Plc,6.5,13,14.2,15,14.6,14.65,-0.05,0.34%,"6,000",-
03-Jan-17,BOC,BOC Kenya Plc,53,72,83,83,83,82,1,1.22%,500,-
03-Jan-17,BAT,British American Tobacco Kenya Plc,305,545,909,909,909,909,-,-,-,-
03-Jan-17,CARB,Carbacid Investments Plc,7.1,9.4,13,13,13,13.4,-0.4,2.99%,100,-
03-Jan-17,EABL,East African Breweries Ltd,135,222.25,240,245,240,244,-4,1.64%,"52,600",-
03-Jan-17,FTGH,Flame Tree Group Holdings Ltd,0.76,3,4.8,4.8,4.8,5.1,-0.3,5.88%,"2,000",4.36
03-Jan-17,ORCH,Kenya Orchards Ltd,12.25,12.6,95,95,95,95,-,-,-,-
03-Jan-17,MSC,Mumias Sugar Company Ltd,0.27,0.39,1.25,1.3,1.25,1.3,-0.05,3.85%,"83,200",-
03-Jan-17,UNGA,Unga Group Ltd,26.1,37,34.5,34.5,34.5,34.5,-,-,500,-
03-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.9,19.2,19,19.1,-0.1,0.52%,"10,112,100",-
03-Jan-17,FAHR,Stanlib Fahari Income-REIT,5.5,10,11.6,12.4,11.95,11.65,0.3,2.58%,"3,800",-
03-Jan-17,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,160.56,163.05,161.33,161.6,-0.27,0.17%,-,-
03-Jan-17,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,165.16,167.27,165.49,166.2,-0.71,0.43%,-,-
03-Jan-17,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","3,206.24","3,206.24","3,206.24","3,186.21",20.03,0.63%,-,-
03-Jan-17,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,512.78","3,512.78","3,512.78","3,530.07",-17.29,0.49%,-,-
03-Jan-17,^NASI,NSE All-Share Index,124.3,171.36,132.61,132.61,132.61,133.34,-0.73,0.55%,-,-
04-Jan-17,EGAD,Eaagads Ltd,8.2,14,27.25,27.25,27.25,27.75,-0.5,1.80%,"4,200",-
04-Jan-17,KUKZ,Kakuzi Plc,300,423.5,280,280,280,280,-,-,-,-
04-Jan-17,KAPC,Kapchorua Tea Kenya Plc,59,95,80,80,80,80,-,-,-,-
04-Jan-17,LIMT,Limuru Tea Plc,385,475,530,530,530,530,-,-,-,-
04-Jan-17,SASN,Sasini Plc,14.8,19,19.5,21,19.85,19.9,-0.05,0.25%,"3,400",-
04-Jan-17,WTK,Williamson Tea Kenya Plc,92,165,178,178,178,178,-,-,500,-
04-Jan-17,CGEN,Car and General (K) Ltd,20,26,27,27,27,27,-,-,-,-
04-Jan-17,ABSA,ABSA Bank Kenya Plc,9,14.2,8.7,9,8.9,8.7,0.2,2.30%,"19,400",-
04-Jan-17,COOP,Co-operative Bank of Kenya Ltd,10.5,17,13.05,13.5,13.45,13,0.45,3.46%,"3,007,100",11.21
04-Jan-17,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,118,118,118,118,-,-,100,-
04-Jan-17,EQTY,Equity Group Holdings Plc,30.5,55.5,30,30.25,30,30,-,-,"184,000",-
04-Jan-17,HFCK,HF Group Ltd,3.49,7.9,13,13.95,13.6,13.65,-0.05,0.37%,"19,500",12.36
04-Jan-17,IMH,I & M Holdings Plc,43.1,59,89.5,90,89.5,88.25,1.25,1.42%,"27,100",44.75
04-Jan-17,KCB,KCB Group Plc,33.75,55.5,29,29.5,29.25,29,0.25,0.86%,"3,662,300",-
04-Jan-17,NBK,National Bank of Kenya Ltd,3.4,4.33,6.9,7,6.95,7.5,-0.55,7.33%,"16,300",6.32
04-Jan-17,NCBA,NCBA Group Plc,24.9,40,25,25.5,25.05,25.4,-0.35,1.38%,"6,600",22.77
04-Jan-17,SBIC,Stanbic Holdings Plc,76.5,118.5,69.5,70,69.5,70.5,-1,1.42%,"9,400",-
04-Jan-17,SCBK,Standard Chartered Bank Kenya Ltd,159.5,220,190,196,190.5,188,2.5,1.33%,"2,300",-
04-Jan-17,DCON,Deacons (East Africa) Plc,0.45,0.45,6.1,6.1,6.1,6.05,0.05,0.83%,"3,000",-
04-Jan-17,EVRD,Eveready East Africa Ltd,0.75,1.28,2.35,2.5,2.45,2.35,0.1,4.26%,"6,100",-
04-Jan-17,XPRS,Express Kenya Plc,4,7.34,3.4,3.4,3.4,3.55,-0.15,4.23%,800,-
04-Jan-17,KQ,Kenya Airways Plc,0.8,5,5.5,5.9,5.75,5.8,-0.05,0.86%,"113,900",23
04-Jan-17,LKL,Longhorn Publishers Plc,4.26,8.2,4.8,4.9,4.8,4.8,-,-,"22,300",-
04-Jan-17,NBV,Nairobi Business Ventures Ltd,0.49,0.99,7.9,7.9,7.9,7.9,-,-,-,-
04-Jan-17,NMG,Nation Media Group Plc,12,48.5,87,93,88,93,-5,5.38%,"43,400",-
04-Jan-17,SMER,Sameer Africa Plc,1.91,4.69,2.8,3,2.8,2.8,-,-,900,-
04-Jan-17,SGL,Standard Group Plc,18,31,18,18,18,18,-,-,100,-
04-Jan-17,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,20.5,20.5,20.5,20.5,-,-,100,-
04-Jan-17,UCHM,Uchumi Supermarket Plc,0.23,0.4,3.65,3.8,3.75,3.75,-,-,600,-
04-Jan-17,SCAN,WPP ScanGroup Plc,11,25,18,18,18,17.65,0.35,1.98%,100,-
04-Jan-17,ARM,ARM Cement Plc,5.55,5.55,23,24.75,23.75,23.5,0.25,1.06%,300,-
04-Jan-17,BAMB,Bamburi Cement Ltd,26,120,155,158,157,160,-3,1.88%,700,-
04-Jan-17,CRWN,Crown Paints Kenya Plc,45,85,42,42,42,42,-,-,"1,900",-
04-Jan-17,CABL,East African Cables Ltd,1.44,3.98,5.9,6,5.95,5.95,-,-,"2,700",-
04-Jan-17,PORT,East African Portland Cement Ltd,12.6,18.5,23.5,23.5,23.5,23.5,-,-,100,-
04-Jan-17,KENO,KenolKobil Ltd,12.8,23,14.6,15,14.95,14.95,-,-,"6,144,600",-
04-Jan-17,KEGN,Kenya Electricity Generating Company Plc,4,6.5,5.65,5.8,5.7,5.75,-0.05,0.87%,"109,700",-
04-Jan-17,KPLC-P4,KPLC-P4,5,5,5.5,5.5,5.5,5.5,-,-,-,-
04-Jan-17,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
04-Jan-17,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,8,8.55,8.2,8,0.2,2.50%,"14,800",-
04-Jan-17,TOTL,Total Kenya Ltd,22,30,17,17,17,17.05,-0.05,0.29%,"1,000",-
04-Jan-17,UMME,Umeme Ltd,5.68,8.6,13,13,13,13,-,-,-,-
04-Jan-17,BRIT,Britam Holdings Plc,5.7,10.65,11.35,13,11.6,12.6,-1,7.94%,"1,161,300",-
04-Jan-17,CIC,CIC Insurance Group Ltd,2,3.65,3.9,4.15,3.95,3.95,-,-,"219,100",-
04-Jan-17,JUB,Jubilee Holdings Ltd,225,380,490,490,490,490,-,-,"43,000",445.45
04-Jan-17,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,22.5,24.5,22.75,22.7,0.05,0.22%,"605,300",5.69
04-Jan-17,LBTY,Liberty Kenya Holdings Ltd,6.8,11,13.55,14,13.75,13.45,0.3,2.23%,200,-
04-Jan-17,SLAM,Sanlam Kenya Plc,12.8,19.55,27.5,27.5,27.5,27.75,-0.25,0.90%,"1,000",-
04-Jan-17,CTUM,Centum Investment Company Plc,19.6,33.5,38,39.75,38.85,37.8,1.05,2.78%,"12,200",-
04-Jan-17,HAFR,Home Afrika Ltd,0.3,0.69,1.2,1.3,1.25,1.2,0.05,4.17%,"44,500",-
04-Jan-17,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
04-Jan-17,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.85,2.85,2.85,2.85,-,-,-,-
04-Jan-17,TCL,Trans-Century Plc,1.42,4,7,7.2,7.15,7.35,-0.2,2.72%,"9,800",-
04-Jan-17,NSE,Nairobi Securities Exchange Plc,6.5,13,14.2,14.6,14.3,14.6,-0.3,2.05%,"4,900",-
04-Jan-17,BOC,BOC Kenya Plc,53,72,83,83,83,83,-,-,-,-
04-Jan-17,BAT,British American Tobacco Kenya Plc,305,545,909,909,909,909,-,-,-,-
04-Jan-17,CARB,Carbacid Investments Plc,7.1,9.4,13,13,13,13,-,-,600,-
04-Jan-17,EABL,East African Breweries Ltd,135,222.25,232,234,232,240,-8,3.33%,"1,100",-
04-Jan-17,FTGH,Flame Tree Group Holdings Ltd,0.76,3,5.2,5.2,5.2,4.8,0.4,8.33%,300,4.73
04-Jan-17,ORCH,Kenya Orchards Ltd,12.25,12.6,95,95,95,95,-,-,-,-
04-Jan-17,MSC,Mumias Sugar Company Ltd,0.27,0.39,1.2,1.3,1.25,1.25,-,-,"953,200",-
04-Jan-17,UNGA,Unga Group Ltd,26.1,36.5,32,32.25,32,34.5,-2.5,7.25%,"1,000",-
04-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.9,19.05,18.95,19,-0.05,0.26%,"2,623,500",-
04-Jan-17,FAHR,Stanlib Fahari Income-REIT,5.5,10,11.75,12,11.9,11.95,-0.05,0.42%,"23,900",-
04-Jan-17,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,160.24,162.05,160.87,161.33,-0.46,0.29%,-,-
04-Jan-17,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,164.27,165.9,164.83,165.49,-0.66,0.40%,-,-
04-Jan-17,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","3,194.13","3,194.13","3,194.13","3,206.24",-12.11,0.38%,-,-
04-Jan-17,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,498.99","3,498.99","3,498.99","3,512.78",-13.79,0.39%,-,-
04-Jan-17,^NASI,NSE All-Share Index,124.3,171.36,132.27,132.27,132.27,132.61,-0.34,0.26%,-,-
05-Jan-17,EGAD,Eaagads Ltd,8.2,14,27.25,27.25,27.25,27.25,-,-,-,-
05-Jan-17,KUKZ,Kakuzi Plc,300,423.5,280,280,280,280,-,-,-,-
05-Jan-17,KAPC,Kapchorua Tea Kenya Plc,59,95,80,80,80,80,-,-,-,-
05-Jan-17,LIMT,Limuru Tea Plc,385,475,530,530,530,530,-,-,-,-
05-Jan-17,SASN,Sasini Plc,14.8,19.6,20,21,20.25,19.85,0.4,2.02%,"1,000",-
05-Jan-17,WTK,Williamson Tea Kenya Plc,92,165,175,176,175,178,-3,1.69%,400,-
05-Jan-17,CGEN,Car and General (K) Ltd,20,26,27,27,27,27,-,-,-,-
05-Jan-17,ABSA,ABSA Bank Kenya Plc,9,14.2,8.7,9,8.8,8.9,-0.1,1.12%,"122,600",-
05-Jan-17,COOP,Co-operative Bank of Kenya Ltd,10.5,17,13,13.5,13.4,13.45,-0.05,0.37%,"4,862,000",11.17
05-Jan-17,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,124,125,124,118,6,5.08%,900,-
05-Jan-17,EQTY,Equity Group Holdings Plc,30.5,55.5,29,30.25,29.75,30,-0.25,0.83%,"2,574,000",-
05-Jan-17,HFCK,HF Group Ltd,3.49,7.9,13.25,13.95,13.55,13.6,-0.05,0.37%,"11,800",12.32
05-Jan-17,IMH,I & M Holdings Plc,43.1,59,89.5,89.5,89.5,89.5,-,-,-,44.75
05-Jan-17,KCB,KCB Group Plc,33.75,55.5,28.5,29.25,28.75,29.25,-0.5,1.71%,"3,330,100",-
05-Jan-17,NBK,National Bank of Kenya Ltd,3.4,4.33,6.9,7,6.95,6.95,-,-,"4,300",6.32
05-Jan-17,NCBA,NCBA Group Plc,24.9,40,25,26,25.5,25.05,0.45,1.80%,"14,600",23.18
05-Jan-17,SBIC,Stanbic Holdings Plc,76.5,118.5,70,70,70,69.5,0.5,0.72%,600,-
05-Jan-17,SCBK,Standard Chartered Bank Kenya Ltd,160,220,186,197,187,190.5,-3.5,1.84%,"5,800",-
05-Jan-17,DCON,Deacons (East Africa) Plc,0.45,0.45,6.1,6.1,6.1,6.1,-,-,700,-
05-Jan-17,EVRD,Eveready East Africa Ltd,0.75,1.28,2.35,2.5,2.4,2.45,-0.05,2.04%,"3,300",-
05-Jan-17,XPRS,Express Kenya Plc,4,7.34,3.4,3.4,3.4,3.4,-,-,300,-
05-Jan-17,KQ,Kenya Airways Plc,0.8,5.5,5.6,6,5.7,5.75,-0.05,0.87%,"357,600",22.8
05-Jan-17,LKL,Longhorn Publishers Plc,4.26,8.6,4.8,4.8,4.8,4.8,-,-,-,-
05-Jan-17,NBV,Nairobi Business Ventures Ltd,0.49,0.99,7.9,7.9,7.9,7.9,-,-,-,-
05-Jan-17,NMG,Nation Media Group Plc,12.75,49,88,94,88,88,-,-,"1,700",-
05-Jan-17,SMER,Sameer Africa Plc,1.91,4.69,2.9,3,2.95,2.8,0.15,5.36%,"22,400",-
05-Jan-17,SGL,Standard Group Plc,18,31,18,18,18,18,-,-,100,-
05-Jan-17,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,20.5,20.5,20.5,20.5,-,-,-,-
05-Jan-17,UCHM,Uchumi Supermarket Plc,0.23,0.46,3.5,3.75,3.55,3.75,-0.2,5.33%,"46,500",-
05-Jan-17,SCAN,WPP ScanGroup Plc,10.75,25,16.2,16.8,16.25,18,-1.75,9.72%,"5,600",-
05-Jan-17,ARM,ARM Cement Plc,5.55,5.55,22.75,24.75,23,23.75,-0.75,3.16%,800,-
05-Jan-17,BAMB,Bamburi Cement Ltd,26,120,158,158,158,157,1,0.64%,"1,100",-
05-Jan-17,CRWN,Crown Paints Kenya Plc,45,85,42,42,42,42,-,-,100,-
05-Jan-17,CABL,East African Cables Ltd,1.44,3.98,5.95,6.35,6.1,5.95,0.15,2.52%,"4,600",-
05-Jan-17,PORT,East African Portland Cement Ltd,12.6,18.5,23.5,23.5,23.5,23.5,-,-,-,-
05-Jan-17,KENO,KenolKobil Ltd,12.8,23,15,15,15,14.95,0.05,0.33%,"17,300",-
05-Jan-17,KEGN,Kenya Electricity Generating Company Plc,4,6.5,5.65,5.9,5.7,5.7,-,-,"93,691,900",-
05-Jan-17,KPLC-P4,KPLC-P4,5,5,5.5,5.5,5.5,5.5,-,-,-,-
05-Jan-17,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
05-Jan-17,KPLC,Kenya Power and Lighting Company Plc,1.63,4.15,8,8.55,8.35,8.2,0.15,1.83%,"149,400",-
05-Jan-17,TOTL,Total Kenya Ltd,22,30,17,17.05,17,17,-,-,"9,900",-
05-Jan-17,UMME,Umeme Ltd,5.68,8.6,13,13,13,13,-,-,-,-
05-Jan-17,BRIT,Britam Holdings Plc,5.7,10.65,10.7,11.6,11,11.6,-0.6,5.17%,"455,400",-
05-Jan-17,CIC,CIC Insurance Group Ltd,2,3.65,3.8,4,3.9,3.95,-0.05,1.27%,"67,000",-
05-Jan-17,JUB,Jubilee Holdings Ltd,225,380.5,490,491,490,490,-,-,200,445.45
05-Jan-17,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,22.75,23,22.8,22.75,0.05,0.22%,"5,300",5.7
05-Jan-17,LBTY,Liberty Kenya Holdings Ltd,6.8,11,13.75,14,13.9,13.75,0.15,1.09%,300,-
05-Jan-17,SLAM,Sanlam Kenya Plc,12.8,20,27,27,27,27.5,-0.5,1.82%,"1,500",-
05-Jan-17,CTUM,Centum Investment Company Plc,19.6,33.5,38.5,39.5,38.85,38.85,-,-,"44,700",-
05-Jan-17,HAFR,Home Afrika Ltd,0.3,0.69,1.2,1.3,1.2,1.25,-0.05,4.00%,"24,100",-
05-Jan-17,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
05-Jan-17,OCH,Olympia Capital Holdings Ltd,1.9,2.9,3,3.1,3.05,2.85,0.2,7.02%,"1,700",-
05-Jan-17,TCL,Trans-Century Plc,1.42,4.03,7.15,7.15,7.15,7.15,-,-,-,-
05-Jan-17,NSE,Nairobi Securities Exchange Plc,6.5,13,14.25,15,14.7,14.3,0.4,2.80%,"6,400",-
05-Jan-17,BOC,BOC Kenya Plc,53,72,83,83,83,83,-,-,-,-
05-Jan-17,BAT,British American Tobacco Kenya Plc,305,545,900,900,900,909,-9,0.99%,"10,900",-
05-Jan-17,CARB,Carbacid Investments Plc,7.1,9.4,13.1,13.2,13.15,13,0.15,1.15%,"4,200",-
05-Jan-17,EABL,East African Breweries Ltd,135,222.25,232,239,233,232,1,0.43%,"806,100",-
05-Jan-17,FTGH,Flame Tree Group Holdings Ltd,0.76,3,5.1,5.2,5.15,5.2,-0.05,0.96%,400,4.68
05-Jan-17,ORCH,Kenya Orchards Ltd,12.25,12.6,95,95,95,95,-,-,-,-
05-Jan-17,MSC,Mumias Sugar Company Ltd,0.27,0.39,1.25,1.3,1.25,1.25,-,-,"308,500",-
05-Jan-17,UNGA,Unga Group Ltd,26.1,37,32.25,32.25,32.25,32,0.25,0.78%,400,-
05-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.6,19,18.8,18.95,-0.15,0.79%,"12,900,500",-
05-Jan-17,FAHR,Stanlib Fahari Income-REIT,5.5,10,11.7,13,11.7,11.9,-0.2,1.68%,"1,565,700",-
05-Jan-17,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,158.71,161.32,159.84,160.87,-1.03,0.64%,-,-
05-Jan-17,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,162.74,165.07,163.65,164.83,-1.18,0.72%,-,-
05-Jan-17,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","3,170.71","3,170.71","3,170.71","3,194.13",-23.42,0.73%,-,-
05-Jan-17,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,481.64","3,481.64","3,481.64","3,498.99",-17.35,0.50%,-,-
05-Jan-17,^NASI,NSE All-Share Index,124.3,171.36,131.45,131.45,131.45,132.27,-0.82,0.62%,-,-
06-Jan-17,EGAD,Eaagads Ltd,8.2,14,27.25,27.25,27.25,27.25,-,-,300,-
06-Jan-17,KUKZ,Kakuzi Plc,300,423.5,280,280,280,280,-,-,-,-
06-Jan-17,KAPC,Kapchorua Tea Kenya Plc,59,95,79,79,79,80,-1,1.25%,500,-
06-Jan-17,LIMT,Limuru Tea Plc,385,475,530,530,530,530,-,-,-,-
06-Jan-17,SASN,Sasini Plc,14.8,19.6,19.5,21,20.75,20.25,0.5,2.47%,"69,900",-
06-Jan-17,WTK,Williamson Tea Kenya Plc,92,165,170,176,170,175,-5,2.86%,"5,200",-
06-Jan-17,CGEN,Car and General (K) Ltd,20,26,27,27,27,27,-,-,500,-
06-Jan-17,ABSA,ABSA Bank Kenya Plc,9.1,14.2,8.65,8.95,8.75,8.8,-0.05,0.57%,"203,500",-
06-Jan-17,COOP,Co-operative Bank of Kenya Ltd,10.5,17,12.85,13.5,13,13.4,-0.4,2.99%,"211,500",10.83
06-Jan-17,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,118,118,118,124,-6,4.84%,200,-
06-Jan-17,EQTY,Equity Group Holdings Plc,30.5,55.5,28.25,29.75,28.75,29.75,-1,3.36%,"2,118,200",-
06-Jan-17,HFCK,HF Group Ltd,3.49,7.9,12.5,13,12.65,13.55,-0.9,6.64%,"21,300",11.5
06-Jan-17,IMH,I & M Holdings Plc,43.1,59,90,95,90.5,89.5,1,1.12%,"14,500",45.25
06-Jan-17,KCB,KCB Group Plc,33.75,55.5,27.25,28.75,27.75,28.75,-1,3.48%,"3,180,400",-
06-Jan-17,NBK,National Bank of Kenya Ltd,3.4,4.38,6.6,7,6.85,6.95,-0.1,1.44%,"12,400",6.23
06-Jan-17,NCBA,NCBA Group Plc,24.9,40,25,25.5,25.15,25.5,-0.35,1.37%,"17,300",22.86
06-Jan-17,SBIC,Stanbic Holdings Plc,76.5,118.5,70,70,70,70,-,-,200,-
06-Jan-17,SCBK,Standard Chartered Bank Kenya Ltd,161,220,180,185,183.75,187,-3.25,1.74%,"2,000",-
06-Jan-17,DCON,Deacons (East Africa) Plc,0.45,0.45,6.1,6.1,6.1,6.1,-,-,-,-
06-Jan-17,EVRD,Eveready East Africa Ltd,0.75,1.28,2.35,2.35,2.35,2.4,-0.05,2.08%,800,-
06-Jan-17,XPRS,Express Kenya Plc,4.15,7.34,3.4,3.4,3.4,3.4,-,-,-,-
06-Jan-17,KQ,Kenya Airways Plc,0.8,5.5,5.5,5.8,5.65,5.7,-0.05,0.88%,"154,900",22.6
06-Jan-17,LKL,Longhorn Publishers Plc,4.26,8.6,4.9,4.9,4.9,4.8,0.1,2.08%,300,-
06-Jan-17,NBV,Nairobi Business Ventures Ltd,0.49,0.99,7.9,7.9,7.9,7.9,-,-,-,-
06-Jan-17,NMG,Nation Media Group Plc,13.45,49,87,90,88,88,-,-,"19,500",-
06-Jan-17,SMER,Sameer Africa Plc,1.91,4.69,2.95,2.95,2.95,2.95,-,-,"1,000",-
06-Jan-17,SGL,Standard Group Plc,18,31,18,18.2,18,18,-,-,800,-
06-Jan-17,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.45,20,20,20,20.5,-0.5,2.44%,400,-
06-Jan-17,UCHM,Uchumi Supermarket Plc,0.23,0.5,3.3,3.65,3.55,3.55,-,-,"5,000",-
